GroundTruth,Parsed Value,Prompt,Response,Error
6,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: 
Node to Label Mapping : 
Node 79316: Label ?| ```
                                ""","""Label of Node = -1""",
9,20,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 8800 is connected to Node 159234. Node 159234 is connected to Node 45693. Node 159234 is connected to Node 146365. Node 159234 is connected to Node 133042. Node 159234 is connected to Node 33778. Node 159234 is connected to Node 13042. Node 55944 is connected to Node 45693. Node 55944 is connected to Node 33778. Node 74445 is connected to Node 112634. Node 33778 is connected to Node 45693. Node 112634 is connected to Node 45693. 
Node to Label Mapping : 
Node 8800: Label 14| Node 159234: Label 20| Node 55944: Label ?| Node 74445: Label 9| Node 146365: Label 20| Node 33778: Label 20| Node 13042: Label 14| Node 133042: Label 20| Node 112634: Label 0| Node 45693: Label 20| ```
                                ""","""Label of Node = 20""",
2,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: 
Node to Label Mapping : 
Node 46160: Label ?| ```
                                ""","""Label of Node = -1""",
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 116610 is connected to Node 85999. Node 116610 is connected to Node 38439. Node 116610 is connected to Node 98017. Node 116610 is connected to Node 82182. Node 116610 is connected to Node 15983. Node 116610 is connected to Node 169002. Node 116610 is connected to Node 45322. Node 116610 is connected to Node 98154. Node 116610 is connected to Node 24087. Node 116610 is connected to Node 107443. Node 116610 is connected to Node 42736. Node 116610 is connected to Node 77230. Node 116610 is connected to Node 17670. Node 116610 is connected to Node 95684. Node 116610 is connected to Node 115592. Node 116610 is connected to Node 98385. Node 116610 is connected to Node 79928. Node 116610 is connected to Node 66830. Node 116610 is connected to Node 9564. Node 116610 is connected to Node 76104. Node 116610 is connected to Node 78748. Node 116610 is connected to Node 80040. Node 116610 is connected to Node 5856. Node 116610 is connected to Node 18059. Node 116610 is connected to Node 77722. Node 116610 is connected to Node 57914. Node 116610 is connected to Node 15542. Node 116610 is connected to Node 58106. Node 116610 is connected to Node 85797. Node 17670 is connected to Node 169002. Node 82182 is connected to Node 38439. Node 82182 is connected to Node 169002. Node 82182 is connected to Node 42736. Node 82182 is connected to Node 77230. Node 82182 is connected to Node 66830. Node 82182 is connected to Node 76104. Node 82182 is connected to Node 78748. Node 82182 is connected to Node 5856. Node 82182 is connected to Node 77722. Node 115592 is connected to Node 169002. Node 115592 is connected to Node 76104. Node 45322 is connected to Node 169002. Node 18059 is connected to Node 80040. Node 24087 is connected to Node 169002. Node 77722 is connected to Node 5856. Node 85797 is connected to Node 98385. Node 38439 is connected to Node 5856. Node 169002 is connected to Node 98017. Node 169002 is connected to Node 98154. Node 169002 is connected to Node 95684. Node 169002 is connected to Node 79928. Node 169002 is connected to Node 9564. Node 169002 is connected to Node 57914. Node 107443 is connected to Node 98385. Node 107443 is connected to Node 76104. Node 15542 is connected to Node 5856. Node 57914 is connected to Node 98154. Node 76104 is connected to Node 98385. 
Node to Label Mapping : 
Node 116610: Label 28| Node 17670: Label 28| Node 82182: Label 28| Node 115592: Label 28| Node 45322: Label 28| Node 18059: Label 28| Node 66830: Label 28| Node 24087: Label 28| Node 77722: Label 28| Node 78748: Label 28| Node 85797: Label 28| Node 38439: Label 28| Node 80040: Label 28| Node 169002: Label 28| Node 77230: Label 28| Node 107443: Label 28| Node 15542: Label 28| Node 79928: Label 28| Node 57914: Label 28| Node 95684: Label 28| Node 76104: Label 28| Node 98385: Label ?| Node 9564: Label 28| Node 5856: Label 28| Node 98017: Label 28| Node 98154: Label 28| Node 85999: Label 28| Node 15983: Label 28| Node 42736: Label 28| Node 58106: Label 28| ```
                                ""","""Label of Node = 28""",
2,2,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 155009 is connected to Node 13259. Node 113956 is connected to Node 13259. Node 160326 is connected to Node 13259. Node 13259 is connected to Node 132344. Node 13259 is connected to Node 23405. 
Node to Label Mapping : 
Node 155009: Label 2| Node 113956: Label 2| Node 160326: Label 2| Node 13259: Label ?| Node 23405: Label 2| Node 132344: Label 2| ```
                                ""","""Label of Node = 2""",
5,5,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 74117 is connected to Node 13081. Node 74117 is connected to Node 40445. Node 74117 is connected to Node 59328. Node 74117 is connected to Node 2278. Node 74117 is connected to Node 55698. Node 81928 is connected to Node 114156. Node 117003 is connected to Node 141075. Node 117003 is connected to Node 162512. Node 117003 is connected to Node 1987. Node 80525 is connected to Node 114156. Node 20113 is connected to Node 45928. Node 20113 is connected to Node 59328. Node 20113 is connected to Node 162512. Node 55698 is connected to Node 114156. Node 168466 is connected to Node 40445. Node 141075 is connected to Node 40445. Node 40721 is connected to Node 1987. Node 40721 is connected to Node 45928. Node 40721 is connected to Node 97497. Node 40721 is connected to Node 162512. Node 13081 is connected to Node 45928. Node 13081 is connected to Node 20711. Node 13081 is connected to Node 59328. Node 36890 is connected to Node 114156. Node 25500 is connected to Node 154910. Node 25500 is connected to Node 1987. Node 25500 is connected to Node 11448. Node 23197 is connected to Node 114156. Node 23197 is connected to Node 91857. Node 154910 is connected to Node 40445. Node 154910 is connected to Node 45928. Node 154910 is connected to Node 97497. Node 154910 is connected to Node 127927. Node 154910 is connected to Node 50117. Node 131747 is connected to Node 162512. Node 84395 is connected to Node 33402. Node 84395 is connected to Node 1987. Node 84395 is connected to Node 102012. Node 84395 is connected to Node 162512. Node 91055 is connected to Node 162512. Node 94768 is connected to Node 114156. Node 153137 is connected to Node 1987. Node 153137 is connected to Node 40445. Node 153137 is connected to Node 45928. Node 153137 is connected to Node 59328. Node 153137 is connected to Node 50117. Node 127927 is connected to Node 40445. Node 127927 is connected to Node 97497. Node 11448 is connected to Node 114156. Node 11448 is connected to Node 40445. Node 11448 is connected to Node 20711. Node 11448 is connected to Node 162512. Node 59328 is connected to Node 1987. Node 59328 is connected to Node 45928. Node 59328 is connected to Node 20711. Node 59328 is connected to Node 2278. Node 1987 is connected to Node 155228. Node 1987 is connected to Node 45928. Node 1987 is connected to Node 20711. Node 1987 is connected to Node 162512. Node 50117 is connected to Node 162512. Node 121852 is connected to Node 162512. Node 162512 is connected to Node 33402. Node 162512 is connected to Node 155228. Node 162512 is connected to Node 71259. Node 162512 is connected to Node 59508. Node 91857 is connected to Node 114156. Node 41817 is connected to Node 114156. Node 97497 is connected to Node 40445. Node 2278 is connected to Node 20711. Node 20711 is connected to Node 102012. Node 45928 is connected to Node 33402. Node 45928 is connected to Node 40445. Node 63595 is connected to Node 114156. Node 33402 is connected to Node 102012. 
Node to Label Mapping : 
Node 74117: Label 5| Node 81928: Label 4| Node 117003: Label 26| Node 80525: Label 8| Node 20113: Label 34| Node 55698: Label 5| Node 168466: Label 5| Node 141075: Label 39| Node 40721: Label 5| Node 13081: Label 5| Node 36890: Label 5| Node 25500: Label 5| Node 23197: Label 5| Node 154910: Label 9| Node 131747: Label 5| Node 84395: Label 5| Node 91055: Label 24| Node 94768: Label 5| Node 153137: Label 5| Node 127927: Label 5| Node 11448: Label 5| Node 59328: Label 39| Node 1987: Label 26| Node 50117: Label 5| Node 121852: Label 5| Node 162512: Label ?| Node 91857: Label 5| Node 41817: Label 4| Node 97497: Label 5| Node 71259: Label 5| Node 155228: Label 34| Node 2278: Label 39| Node 20711: Label 34| Node 45928: Label 5| Node 63595: Label 4| Node 114156: Label 4| Node 59508: Label 36| Node 33402: Label 39| Node 102012: Label 34| Node 40445: Label 5| ```
                                ""","""Label of Node = 5""",
5,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: 
Node to Label Mapping : 
Node 86941: Label ?| ```
                                ""","""Label of Node = -1""",
10,24,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 154373 is connected to Node 93081. Node 154373 is connected to Node 72204. Node 154373 is connected to Node 72246. Node 154373 is connected to Node 16588. Node 154373 is connected to Node 55247. Node 154373 is connected to Node 78940. Node 154373 is connected to Node 143880. Node 154373 is connected to Node 102893. Node 154373 is connected to Node 101680. Node 154373 is connected to Node 126803. Node 154373 is connected to Node 136119. Node 154373 is connected to Node 15764. Node 154373 is connected to Node 10289. Node 154373 is connected to Node 149580. Node 154373 is connected to Node 118979. Node 154373 is connected to Node 63602. Node 154373 is connected to Node 59695. Node 154373 is connected to Node 142889. Node 143880 is connected to Node 15764. Node 143880 is connected to Node 118979. Node 143880 is connected to Node 142889. Node 77837 is connected to Node 155340. Node 8486 is connected to Node 155340. Node 72246 is connected to Node 168825. Node 72246 is connected to Node 102893. Node 71101 is connected to Node 155340. Node 71105 is connected to Node 63602. Node 160451 is connected to Node 155340. Node 160451 is connected to Node 83198. Node 118979 is connected to Node 168825. Node 155340 is connected to Node 144890. Node 155340 is connected to Node 16858. Node 155340 is connected to Node 108262. Node 155340 is connected to Node 18415. Node 155340 is connected to Node 83198. Node 155340 is connected to Node 87258. Node 155340 is connected to Node 63602. Node 149580 is connected to Node 168825. Node 16588 is connected to Node 102893. Node 126803 is connected to Node 168825. Node 63602 is connected to Node 168825. 
Node to Label Mapping : 
Node 154373: Label 10| Node 143880: Label 3| Node 72204: Label 3| Node 77837: Label 10| Node 15764: Label 3| Node 93081: Label 16| Node 8486: Label 24| Node 142889: Label 24| Node 59695: Label 30| Node 101680: Label 10| Node 10289: Label 31| Node 72246: Label 10| Node 136119: Label 3| Node 71101: Label 24| Node 71105: Label 10| Node 160451: Label 16| Node 118979: Label 24| Node 155340: Label 24| Node 149580: Label 24| Node 16588: Label 3| Node 55247: Label 3| Node 126803: Label 10| Node 87258: Label 16| Node 16858: Label 30| Node 78940: Label 24| Node 108262: Label 27| Node 102893: Label ?| Node 18415: Label 24| Node 63602: Label 24| Node 168825: Label 24| Node 144890: Label 24| Node 83198: Label 24| ```
                                ""","""Label of Node = 24""",
34,2,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 141703 is connected to Node 21498. Node 159118 is connected to Node 98004. Node 159118 is connected to Node 21498. Node 159118 is connected to Node 149969. Node 159118 is connected to Node 49685. Node 159118 is connected to Node 80151. Node 159118 is connected to Node 136139. Node 159118 is connected to Node 42393. Node 49685 is connected to Node 65456. Node 49685 is connected to Node 42393. Node 96918 is connected to Node 21498. Node 80151 is connected to Node 141365. Node 80151 is connected to Node 76670. Node 80151 is connected to Node 42393. Node 42393 is connected to Node 65456. Node 42393 is connected to Node 135780. Node 42393 is connected to Node 117455. Node 42393 is connected to Node 76670. Node 42393 is connected to Node 50217. Node 42393 is connected to Node 141365. Node 42393 is connected to Node 136139. Node 75811 is connected to Node 21498. Node 39973 is connected to Node 108539. Node 39973 is connected to Node 98004. Node 39973 is connected to Node 86080. Node 50217 is connected to Node 149969. Node 141365 is connected to Node 76670. Node 158519 is connected to Node 98004. Node 86080 is connected to Node 108539. Node 86080 is connected to Node 98004. Node 117455 is connected to Node 98004. Node 117455 is connected to Node 21498. Node 117455 is connected to Node 76670. Node 85327 is connected to Node 98004. Node 149969 is connected to Node 21498. Node 98004 is connected to Node 66411. Node 98004 is connected to Node 108539. Node 98004 is connected to Node 135780. Node 39386 is connected to Node 21498. Node 137699 is connected to Node 142954. Node 137699 is connected to Node 21498. Node 142954 is connected to Node 21498. Node 66411 is connected to Node 108539. 
Node to Label Mapping : 
Node 141703: Label 2| Node 159118: Label 39| Node 49685: Label 2| Node 96918: Label 2| Node 80151: Label 2| Node 42393: Label 39| Node 75811: Label 10| Node 39973: Label 39| Node 50217: Label 2| Node 65456: Label 2| Node 141365: Label 14| Node 158519: Label 2| Node 86080: Label 34| Node 136139: Label 39| Node 117455: Label 39| Node 85327: Label 34| Node 149969: Label 2| Node 98004: Label ?| Node 39386: Label 2| Node 137699: Label 2| Node 135780: Label 39| Node 142954: Label 2| Node 66411: Label 34| Node 21498: Label 2| Node 108539: Label 34| Node 76670: Label 2| ```
                                ""","""Label of Node = 2""",
10,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: 
Node to Label Mapping : 
Node 41479: Label ?| ```
                                ""","""Label of Node = -1""",
