GroundTruth,Parsed Value,Prompt,Response,Error
4,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 56693 is connected to Node 33506. Node 33506 is connected to Node 98157. Node 33506 is connected to Node 168363. 
Node to Label Mapping : 
Node 56693: Label 4| Node 33506: Label 4| Node 168363: Label 1| Node 98157: Label ?| ```
                                ""","""Label of Node = -1""",
30,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: 
Node to Label Mapping : 
Node 115489: Label ?| ```
                                ""","""Label of Node = -1""",
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 32513 is connected to Node 83967. Node 32513 is connected to Node 115948. Node 32513 is connected to Node 142634. Node 12937 is connected to Node 83967. Node 12937 is connected to Node 131644. Node 12937 is connected to Node 142634. Node 89496 is connected to Node 142634. Node 74139 is connected to Node 131644. Node 74139 is connected to Node 142634. Node 86818 is connected to Node 21816. Node 86818 is connected to Node 115948. Node 86818 is connected to Node 142634. Node 86818 is connected to Node 51701. Node 86818 is connected to Node 33018. Node 89508 is connected to Node 115948. Node 89508 is connected to Node 142634. Node 89508 is connected to Node 59504. Node 89508 is connected to Node 34303. Node 89508 is connected to Node 45044. Node 89508 is connected to Node 68977. Node 142634 is connected to Node 21816. Node 142634 is connected to Node 83967. Node 142634 is connected to Node 131644. Node 142634 is connected to Node 31056. Node 142634 is connected to Node 140980. Node 142634 is connected to Node 77641. Node 142634 is connected to Node 19312. Node 142634 is connected to Node 115948. Node 142634 is connected to Node 764. Node 142634 is connected to Node 122351. Node 142634 is connected to Node 85455. Node 142634 is connected to Node 22082. Node 142634 is connected to Node 154440. Node 142634 is connected to Node 59504. Node 142634 is connected to Node 106941. Node 142634 is connected to Node 124098. Node 142634 is connected to Node 81872. Node 142634 is connected to Node 38244. Node 142634 is connected to Node 97769. Node 142634 is connected to Node 80639. Node 142634 is connected to Node 34303. Node 142634 is connected to Node 101743. Node 142634 is connected to Node 101753. Node 142634 is connected to Node 45044. Node 142634 is connected to Node 46395. Node 142634 is connected to Node 51701. Node 142634 is connected to Node 111084. Node 142634 is connected to Node 33018. Node 142634 is connected to Node 14414. Node 142634 is connected to Node 19833. Node 142634 is connected to Node 67639. Node 142634 is connected to Node 46456. Node 142634 is connected to Node 68977. Node 67639 is connected to Node 80639. Node 21816 is connected to Node 83967. Node 21816 is connected to Node 106941. Node 21816 is connected to Node 19312. Node 21816 is connected to Node 764. Node 21816 is connected to Node 14414. Node 21816 is connected to Node 19833. Node 46395 is connected to Node 83967. Node 46395 is connected to Node 131644. Node 46395 is connected to Node 77641. Node 46395 is connected to Node 115948. Node 46395 is connected to Node 80639. Node 83967 is connected to Node 31056. Node 83967 is connected to Node 22082. Node 83967 is connected to Node 59504. Node 83967 is connected to Node 34303. Node 83967 is connected to Node 45044. Node 83967 is connected to Node 46456. Node 106941 is connected to Node 131644. Node 131644 is connected to Node 19312. Node 131644 is connected to Node 115948. Node 131644 is connected to Node 22082. Node 131644 is connected to Node 38244. Node 131644 is connected to Node 34303. Node 131644 is connected to Node 111084. Node 131644 is connected to Node 33018. Node 131644 is connected to Node 14414. Node 22082 is connected to Node 115948. Node 22082 is connected to Node 19833. Node 77641 is connected to Node 115948. Node 77641 is connected to Node 59504. Node 77641 is connected to Node 34303. Node 77641 is connected to Node 45044. Node 101753 is connected to Node 115948. Node 14414 is connected to Node 115948. Node 38244 is connected to Node 115948. Node 97769 is connected to Node 122351. Node 115948 is connected to Node 51701. Node 115948 is connected to Node 33018. Node 115948 is connected to Node 19833. Node 115948 is connected to Node 46456. Node 115948 is connected to Node 68977. Node 59504 is connected to Node 51701. 
Node to Label Mapping : 
Node 32513: Label 28| Node 12937: Label 28| Node 89496: Label 28| Node 74139: Label 28| Node 86818: Label 28| Node 89508: Label 28| Node 142634: Label 28| Node 140980: Label 28| Node 67639: Label 28| Node 21816: Label 28| Node 46395: Label ?| Node 83967: Label 28| Node 106941: Label 28| Node 131644: Label 28| Node 22082: Label 28| Node 124098: Label 28| Node 154440: Label 28| Node 77641: Label 28| Node 101753: Label 28| Node 14414: Label 28| Node 85455: Label 18| Node 31056: Label 8| Node 81872: Label 28| Node 80639: Label 28| Node 38244: Label 28| Node 97769: Label 28| Node 111084: Label 28| Node 115948: Label 28| Node 101743: Label 28| Node 19312: Label 28| Node 59504: Label 28| Node 68977: Label 28| Node 122351: Label 28| Node 45044: Label 28| Node 51701: Label 28| Node 46456: Label 28| Node 19833: Label 28| Node 33018: Label 28| Node 764: Label 28| Node 34303: Label 28| ```
                                ""","""Label of Node = 28""",
18,18,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 51409 is connected to Node 158038. 
Node to Label Mapping : 
Node 51409: Label 18| Node 158038: Label ?| ```
                                ""","""Label of Node = 18""",
39,34,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 26948 is connected to Node 83790. Node 26948 is connected to Node 100113. Node 160167 is connected to Node 83790. Node 160167 is connected to Node 76105. Node 160167 is connected to Node 100113. Node 76105 is connected to Node 83790. Node 76105 is connected to Node 100113. Node 138382 is connected to Node 83790. Node 83790 is connected to Node 100113. 
Node to Label Mapping : 
Node 26948: Label ?| Node 160167: Label 34| Node 76105: Label 26| Node 138382: Label 34| Node 83790: Label 34| Node 100113: Label 34| ```
                                ""","""Label of Node = 34""",
16,16,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 146568 is connected to Node 114141. Node 98667 is connected to Node 16602. Node 98667 is connected to Node 114141. Node 98667 is connected to Node 102911. Node 72461 is connected to Node 114141. Node 14255 is connected to Node 114141. Node 20816 is connected to Node 114141. Node 16602 is connected to Node 114141. Node 16602 is connected to Node 102911. Node 4572 is connected to Node 114141. Node 114141 is connected to Node 102911. 
Node to Label Mapping : 
Node 146568: Label 16| Node 98667: Label 16| Node 72461: Label 16| Node 14255: Label 16| Node 20816: Label 16| Node 16602: Label 16| Node 4572: Label ?| Node 114141: Label 16| Node 102911: Label 16| ```
                                ""","""Label of Node = 16""",
30,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 27629 is connected to Node 74830. 
Node to Label Mapping : 
Node 27629: Label ?| Node 74830: Label 30| ```
                                ""","""Label of Node = -1""",
16,27,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 15041 is connected to Node 162972. Node 15041 is connected to Node 84954. Node 15041 is connected to Node 133994. Node 15041 is connected to Node 57922. Node 15041 is connected to Node 135860. Node 15041 is connected to Node 26100. Node 15041 is connected to Node 42075. Node 15041 is connected to Node 93649. Node 15041 is connected to Node 59448. Node 59448 is connected to Node 162972. 
Node to Label Mapping : 
Node 15041: Label ?| Node 57922: Label 16| Node 133994: Label 27| Node 93649: Label 16| Node 135860: Label 16| Node 26100: Label 27| Node 59448: Label 27| Node 84954: Label 27| Node 42075: Label 16| Node 162972: Label 24| ```
                                ""","""Label of Node = 27""",
24,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: 
Node to Label Mapping : 
Node 8770: Label ?| ```
                                ""","""Label of Node = -1""",
23,23,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 90915 is connected to Node 62954. Node 136005 is connected to Node 96903. Node 136005 is connected to Node 62954. Node 152582 is connected to Node 131477. Node 152582 is connected to Node 62954. Node 96903 is connected to Node 62954. Node 62954 is connected to Node 36339. Node 62954 is connected to Node 131477. Node 62954 is connected to Node 26419. Node 26419 is connected to Node 131477. Node 26419 is connected to Node 36339. 
Node to Label Mapping : 
Node 90915: Label 23| Node 136005: Label ?| Node 152582: Label 23| Node 96903: Label 23| Node 62954: Label 23| Node 26419: Label 4| Node 36339: Label 4| Node 131477: Label 23| ```
                                ""","""Label of Node = 23""",
29,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 67968 is connected to Node 158492. Node 33445 is connected to Node 158492. Node 57544 is connected to Node 158492. Node 80241 is connected to Node 158492. Node 149905 is connected to Node 158492. Node 116729 is connected to Node 158492. 
Node to Label Mapping : 
Node 67968: Label ?| Node 33445: Label 1| Node 57544: Label 29| Node 80241: Label 8| Node 149905: Label 8| Node 116729: Label 8| Node 158492: Label 8| ```
                                ""","""Label of Node = -1""",
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 96867 is connected to Node 151850. Node 96867 is connected to Node 66836. Node 120486 is connected to Node 66836. Node 151850 is connected to Node 115469. Node 151850 is connected to Node 66836. Node 115469 is connected to Node 66836. Node 66836 is connected to Node 77175. Node 66836 is connected to Node 91613. Node 66836 is connected to Node 151865. 
Node to Label Mapping : 
Node 96867: Label 28| Node 120486: Label 28| Node 151850: Label 8| Node 115469: Label 28| Node 66836: Label 28| Node 77175: Label ?| Node 151865: Label 28| Node 91613: Label 28| ```
                                ""","""Label of Node = 28""",
24,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 35113 is connected to Node 139282. Node 139282 is connected to Node 60967. 
Node to Label Mapping : 
Node 35113: Label ?| Node 139282: Label 3| Node 60967: Label 16| ```
                                ""","""Label of Node = -1""",
16,16,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 138881 is connected to Node 167398. Node 138881 is connected to Node 158267. Node 138881 is connected to Node 148236. Node 142915 is connected to Node 167398. Node 142915 is connected to Node 158267. Node 142915 is connected to Node 148236. Node 162213 is connected to Node 148236. Node 167398 is connected to Node 158267. Node 167398 is connected to Node 148236. Node 167398 is connected to Node 138890. Node 138890 is connected to Node 148236. Node 148236 is connected to Node 152690. Node 148236 is connected to Node 158197. Node 148236 is connected to Node 158267. 
Node to Label Mapping : 
Node 138881: Label 16| Node 142915: Label 16| Node 162213: Label ?| Node 167398: Label 16| Node 138890: Label 16| Node 148236: Label 16| Node 152690: Label 16| Node 158197: Label 16| Node 158267: Label 16| ```
                                ""","""Label of Node = 16""",
36,36,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 75265 is connected to Node 38058. Node 75265 is connected to Node 142502. Node 75265 is connected to Node 54178. Node 18209 is connected to Node 142502. Node 18209 is connected to Node 38058. Node 54178 is connected to Node 38058. Node 54178 is connected to Node 142502. Node 142502 is connected to Node 38058. Node 38058 is connected to Node 159639. 
Node to Label Mapping : 
Node 75265: Label ?| Node 18209: Label 36| Node 54178: Label 36| Node 142502: Label 36| Node 38058: Label 36| Node 159639: Label 36| ```
                                ""","""Label of Node = 36""",
10,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: 
Node to Label Mapping : 
Node 164123: Label ?| ```
                                ""","""Label of Node = -1""",
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 132616 is connected to Node 60107. Node 60107 is connected to Node 80893. Node 60107 is connected to Node 56519. Node 80893 is connected to Node 56519. 
Node to Label Mapping : 
Node 132616: Label 28| Node 60107: Label 28| Node 80893: Label 28| Node 56519: Label ?| ```
                                ""","""Label of Node = 28""",
2,2,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 63425 is connected to Node 46951. Node 63425 is connected to Node 75243. Node 63425 is connected to Node 150569. Node 46951 is connected to Node 75243. Node 46951 is connected to Node 150569. Node 150569 is connected to Node 33494. Node 150569 is connected to Node 61906. Node 150569 is connected to Node 75243. Node 150569 is connected to Node 1267. Node 75243 is connected to Node 33494. Node 75243 is connected to Node 25647. Node 75243 is connected to Node 61906. Node 75243 is connected to Node 1267. Node 25647 is connected to Node 33494. 
Node to Label Mapping : 
Node 63425: Label 2| Node 46951: Label 2| Node 150569: Label ?| Node 75243: Label 2| Node 25647: Label 2| Node 61906: Label 2| Node 1267: Label 2| Node 33494: Label 2| ```
                                ""","""Label of Node = 2""",
24,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 164677 is connected to Node 59529. Node 86885 is connected to Node 59529. Node 59529 is connected to Node 78359. Node 59529 is connected to Node 98234. Node 59529 is connected to Node 106254. Node 59529 is connected to Node 167414. Node 59529 is connected to Node 149207. Node 59529 is connected to Node 98866. Node 59529 is connected to Node 39609. Node 149207 is connected to Node 39609. Node 98866 is connected to Node 98234. Node 167414 is connected to Node 39609. Node 39609 is connected to Node 98234. 
Node to Label Mapping : 
Node 164677: Label 24| Node 86885: Label 24| Node 59529: Label 6| Node 149207: Label 30| Node 106254: Label 16| Node 98866: Label 24| Node 167414: Label 24| Node 78359: Label ?| Node 39609: Label 6| Node 98234: Label 24| ```
                                ""","""Label of Node = -1""",
8,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 35953 is connected to Node 72532. Node 35953 is connected to Node 19371. Node 93666 is connected to Node 19371. Node 93666 is connected to Node 72532. Node 19371 is connected to Node 72532. 
Node to Label Mapping : 
Node 35953: Label 8| Node 93666: Label 8| Node 19371: Label 36| Node 72532: Label ?| ```
                                ""","""Label of Node = -1""",
