GroundTruth,Parsed Value,Prompt,Response,Error
27,27,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 168634 is connected to Node 55067. 
Node to Label Mapping : 
Node 168634: Label ?| Node 55067: Label 27| ```
                                ""","""Label of Node = 27""",
2,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: 
Node to Label Mapping : 
Node 113370: Label ?| ```
                                ""","""Label of Node = -1""",
34,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 133313 is connected to Node 153093. Node 133313 is connected to Node 158423. 
Node to Label Mapping : 
Node 133313: Label ?| Node 153093: Label 9| Node 158423: Label 34| ```
                                ""","""Label of Node = -1""",
30,30,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 120101 is connected to Node 94478. Node 120101 is connected to Node 93180. Node 120101 is connected to Node 113095. Node 120101 is connected to Node 42015. Node 120101 is connected to Node 41005. Node 113095 is connected to Node 41005. Node 41005 is connected to Node 94478. Node 41005 is connected to Node 93180. Node 41005 is connected to Node 42015. Node 41005 is connected to Node 63278. 
Node to Label Mapping : 
Node 120101: Label 30| Node 113095: Label 30| Node 41005: Label 30| Node 94478: Label ?| Node 63278: Label 30| Node 93180: Label 30| Node 42015: Label 30| ```
                                ""","""Label of Node = 30""",
5,5,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 24438 is connected to Node 114286. 
Node to Label Mapping : 
Node 24438: Label 5| Node 114286: Label ?| ```
                                ""","""Label of Node = 5""",
2,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: 
Node to Label Mapping : 
Node 3419: Label ?| ```
                                ""","""Label of Node = -1""",
24,24,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 3074 is connected to Node 11874. Node 11874 is connected to Node 91442. Node 11874 is connected to Node 69794. Node 11874 is connected to Node 102902. Node 11874 is connected to Node 14201. Node 11874 is connected to Node 2931. Node 11874 is connected to Node 1102. Node 11874 is connected to Node 5170. Node 69794 is connected to Node 1102. Node 69794 is connected to Node 5170. 
Node to Label Mapping : 
Node 3074: Label ?| Node 11874: Label 24| Node 69794: Label 24| Node 1102: Label 16| Node 5170: Label 24| Node 2931: Label 24| Node 91442: Label 24| Node 102902: Label 30| Node 14201: Label 16| ```
                                ""","""Label of Node = 24""",
2,2,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 73368 is connected to Node 167796. 
Node to Label Mapping : 
Node 73368: Label ?| Node 167796: Label 2| ```
                                ""","""Label of Node = 2""",
24,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 91905 is connected to Node 8957. 
Node to Label Mapping : 
Node 91905: Label ?| Node 8957: Label 24| ```
                                ""","""Label of Node = -1""",
10,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: 
Node to Label Mapping : 
Node 41163: Label ?| ```
                                ""","""Label of Node = -1""",
