GroundTruth,Parsed Value,Prompt,Response,Error
8,34,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 122531 is connected to Node 70419. Node 122531 is connected to Node 111781. Node 122531 is connected to Node 141701. Node 122531 is connected to Node 153132. Node 153668 is connected to Node 70419. Node 153668 is connected to Node 141701. Node 153668 is connected to Node 153132. Node 141701 is connected to Node 70419. Node 141701 is connected to Node 153132. Node 141701 is connected to Node 109970. Node 141701 is connected to Node 111781. Node 111781 is connected to Node 153132. Node 153132 is connected to Node 70419. 
Node to Label Mapping : 
Node 122531: Label 5| Node 153668: Label 34| Node 141701: Label ?| Node 111781: Label 5| Node 153132: Label 5| Node 109970: Label 8| Node 70419: Label 34| ```
                                ""","""Label of Node = 34""",
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 80741 is connected to Node 115348. Node 80741 is connected to Node 156655. Node 80741 is connected to Node 162026. Node 80741 is connected to Node 134420. Node 162026 is connected to Node 134420. Node 156655 is connected to Node 134420. 
Node to Label Mapping : 
Node 80741: Label 28| Node 162026: Label 28| Node 156655: Label 4| Node 115348: Label 28| Node 134420: Label ?| ```
                                ""","""Label of Node = 28""",
8,8,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 22241 is connected to Node 42949. Node 42949 is connected to Node 137287. 
Node to Label Mapping : 
Node 22241: Label 8| Node 42949: Label ?| Node 137287: Label 8| ```
                                ""","""Label of Node = 8""",
16,16,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 101377 is connected to Node 87743. Node 101377 is connected to Node 83104. Node 101377 is connected to Node 58149. Node 101377 is connected to Node 56982. Node 77194 is connected to Node 56982. Node 90510 is connected to Node 101608. Node 90510 is connected to Node 68165. Node 90510 is connected to Node 56982. Node 146446 is connected to Node 56982. Node 147473 is connected to Node 56982. Node 56982 is connected to Node 153776. Node 56982 is connected to Node 87743. Node 56982 is connected to Node 68165. Node 56982 is connected to Node 167292. Node 56982 is connected to Node 82662. Node 56982 is connected to Node 67166. Node 56982 is connected to Node 135860. Node 56982 is connected to Node 119964. Node 56982 is connected to Node 59377. Node 56982 is connected to Node 166398. Node 56982 is connected to Node 117470. Node 56982 is connected to Node 83104. Node 56982 is connected to Node 101608. Node 56982 is connected to Node 81823. Node 56982 is connected to Node 58149. Node 81823 is connected to Node 117470. Node 81823 is connected to Node 83104. Node 83104 is connected to Node 82662. Node 83104 is connected to Node 135860. Node 58149 is connected to Node 117470. Node 135860 is connected to Node 87743. Node 135860 is connected to Node 117470. Node 135860 is connected to Node 101608. Node 68165 is connected to Node 166398. Node 68165 is connected to Node 117470. Node 68165 is connected to Node 101608. Node 117470 is connected to Node 82662. Node 117470 is connected to Node 166398. Node 67166 is connected to Node 59377. 
Node to Label Mapping : 
Node 101377: Label 16| Node 77194: Label 16| Node 90510: Label 16| Node 146446: Label 16| Node 147473: Label 16| Node 56982: Label 16| Node 119964: Label ?| Node 81823: Label 16| Node 83104: Label 16| Node 58149: Label 16| Node 153776: Label 16| Node 135860: Label 16| Node 87743: Label 16| Node 68165: Label 16| Node 117470: Label 16| Node 67166: Label 16| Node 82662: Label 16| Node 101608: Label 16| Node 59377: Label 16| Node 167292: Label 16| Node 166398: Label 16| ```
                                ""","""Label of Node = 16""",
16,16,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 5890 is connected to Node 55026. Node 30983 is connected to Node 69304. Node 30983 is connected to Node 103542. Node 30983 is connected to Node 55026. Node 30983 is connected to Node 97378. Node 30983 is connected to Node 113354. Node 30983 is connected to Node 71243. Node 30983 is connected to Node 166425. Node 30983 is connected to Node 23416. Node 30983 is connected to Node 23664. Node 135309 is connected to Node 166425. Node 135309 is connected to Node 55026. Node 135309 is connected to Node 97378. Node 135309 is connected to Node 23416. Node 166425 is connected to Node 124636. Node 166425 is connected to Node 165736. Node 166425 is connected to Node 55026. Node 166425 is connected to Node 67166. Node 166425 is connected to Node 117303. Node 166425 is connected to Node 113354. Node 166425 is connected to Node 55399. Node 1178 is connected to Node 60148. Node 1178 is connected to Node 55026. Node 1178 is connected to Node 67166. Node 1178 is connected to Node 125272. Node 3482 is connected to Node 121651. Node 3482 is connected to Node 153666. Node 3482 is connected to Node 69304. Node 3482 is connected to Node 124636. Node 3482 is connected to Node 146012. Node 3482 is connected to Node 103542. Node 3482 is connected to Node 55026. Node 3482 is connected to Node 67166. Node 3482 is connected to Node 117303. Node 3482 is connected to Node 23416. Node 3482 is connected to Node 113354. Node 3482 is connected to Node 71243. Node 3482 is connected to Node 67287. Node 3482 is connected to Node 58054. Node 75164 is connected to Node 55026. Node 75164 is connected to Node 23664. Node 41510 is connected to Node 55026. Node 32433 is connected to Node 55026. Node 32433 is connected to Node 67166. Node 32433 is connected to Node 55399. Node 32433 is connected to Node 125272. Node 121651 is connected to Node 153666. Node 121651 is connected to Node 133303. Node 121651 is connected to Node 69304. Node 121651 is connected to Node 103542. Node 121651 is connected to Node 60148. Node 121651 is connected to Node 55026. Node 121651 is connected to Node 117303. Node 121651 is connected to Node 113354. Node 121651 is connected to Node 58054. Node 117303 is connected to Node 103542. Node 117303 is connected to Node 60148. Node 117303 is connected to Node 55026. Node 117303 is connected to Node 153666. Node 117303 is connected to Node 58054. Node 69304 is connected to Node 153666. Node 69304 is connected to Node 124636. Node 69304 is connected to Node 113354. Node 69304 is connected to Node 71243. Node 69304 is connected to Node 133303. Node 69304 is connected to Node 60148. Node 69304 is connected to Node 55026. Node 69304 is connected to Node 58054. Node 133303 is connected to Node 124636. Node 133303 is connected to Node 60148. Node 133303 is connected to Node 55026. Node 133303 is connected to Node 113354. Node 133303 is connected to Node 67287. Node 133303 is connected to Node 153666. Node 133303 is connected to Node 58054. Node 89023 is connected to Node 55026. Node 153666 is connected to Node 124636. Node 153666 is connected to Node 146012. Node 153666 is connected to Node 103542. Node 153666 is connected to Node 60148. Node 153666 is connected to Node 55026. Node 153666 is connected to Node 67287. Node 153666 is connected to Node 58054. Node 58054 is connected to Node 55026. Node 58054 is connected to Node 124636. Node 58054 is connected to Node 146012. Node 58054 is connected to Node 67166. Node 58054 is connected to Node 113354. Node 58054 is connected to Node 71243. Node 58054 is connected to Node 67287. Node 113354 is connected to Node 103542. Node 113354 is connected to Node 60148. Node 113354 is connected to Node 55026. Node 71243 is connected to Node 60148. Node 71243 is connected to Node 55026. Node 67287 is connected to Node 60148. Node 67287 is connected to Node 55026. Node 125272 is connected to Node 55026. Node 125272 is connected to Node 67166. Node 125272 is connected to Node 55399. Node 146012 is connected to Node 103542. Node 146012 is connected to Node 60148. Node 146012 is connected to Node 55026. Node 124636 is connected to Node 103542. Node 124636 is connected to Node 60148. Node 124636 is connected to Node 55026. Node 67166 is connected to Node 55026. Node 67166 is connected to Node 23664. Node 67166 is connected to Node 54394. Node 97378 is connected to Node 55026. Node 97378 is connected to Node 23664. Node 55399 is connected to Node 55026. Node 165736 is connected to Node 55026. Node 165736 is connected to Node 23664. Node 23664 is connected to Node 55026. Node 55026 is connected to Node 103542. Node 55026 is connected to Node 60148. Node 55026 is connected to Node 23416. Node 55026 is connected to Node 54394. Node 60148 is connected to Node 103542. 
Node to Label Mapping : 
Node 5890: Label 16| Node 30983: Label 16| Node 135309: Label 16| Node 166425: Label 16| Node 1178: Label 16| Node 3482: Label 16| Node 75164: Label 13| Node 41510: Label 30| Node 32433: Label 16| Node 121651: Label 16| Node 117303: Label 16| Node 69304: Label 16| Node 133303: Label 16| Node 89023: Label 5| Node 153666: Label 16| Node 58054: Label 16| Node 113354: Label 16| Node 71243: Label 16| Node 67287: Label 16| Node 125272: Label 16| Node 146012: Label 16| Node 124636: Label 16| Node 67166: Label ?| Node 97378: Label 16| Node 55399: Label 16| Node 165736: Label 16| Node 23664: Label 16| Node 55026: Label 16| Node 60148: Label 16| Node 103542: Label 16| Node 23416: Label 16| Node 54394: Label 16| ```
                                ""","""Label of Node = 16""",
24,24,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 142023 is connected to Node 86810. Node 142023 is connected to Node 51673. Node 142023 is connected to Node 72937. Node 72937 is connected to Node 86810. Node 72937 is connected to Node 129275. Node 120747 is connected to Node 86810. Node 79348 is connected to Node 86810. Node 137877 is connected to Node 86810. Node 137877 is connected to Node 51673. Node 147380 is connected to Node 86810. Node 139223 is connected to Node 86810. Node 139223 is connected to Node 51673. Node 51673 is connected to Node 86810. Node 51673 is connected to Node 129275. Node 86810 is connected to Node 129275. 
Node to Label Mapping : 
Node 142023: Label 24| Node 72937: Label 24| Node 120747: Label ?| Node 79348: Label 24| Node 137877: Label 30| Node 147380: Label 24| Node 139223: Label 30| Node 51673: Label 24| Node 86810: Label 24| Node 129275: Label 24| ```
                                ""","""Label of Node = 24""",
2,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 39298 is connected to Node 19941. Node 19941 is connected to Node 119484. Node 19941 is connected to Node 161023. Node 19941 is connected to Node 88251. Node 19941 is connected to Node 47402. Node 19941 is connected to Node 24795. Node 19941 is connected to Node 153197. Node 47402 is connected to Node 161023. Node 88251 is connected to Node 119484. 
Node to Label Mapping : 
Node 39298: Label 2| Node 19941: Label ?| Node 47402: Label 10| Node 153197: Label 3| Node 24795: Label 2| Node 88251: Label 2| Node 119484: Label 38| Node 161023: Label 10| ```
                                ""","""Label of Node = -1""",
24,8,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 127754 is connected to Node 15190. Node 127754 is connected to Node 8908. Node 8908 is connected to Node 15190. Node 149876 is connected to Node 15190. Node 15190 is connected to Node 143001. Node 15190 is connected to Node 119994. 
Node to Label Mapping : 
Node 127754: Label 8| Node 8908: Label 8| Node 149876: Label 8| Node 15190: Label 8| Node 143001: Label ?| Node 119994: Label 8| ```
                                ""","""Label of Node = 8""",
34,34,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 48834 is connected to Node 106. Node 48834 is connected to Node 56606. Node 106 is connected to Node 56606. Node 106 is connected to Node 167755. Node 167755 is connected to Node 56606. 
Node to Label Mapping : 
Node 48834: Label 34| Node 106: Label ?| Node 167755: Label 34| Node 56606: Label 34| ```
                                ""","""Label of Node = 34""",
10,10,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 19640 is connected to Node 16985. 
Node to Label Mapping : 
Node 19640: Label 10| Node 16985: Label ?| ```
                                ""","""Label of Node = 10""",
8,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 105938 is connected to Node 43988. Node 101580 is connected to Node 43988. 
Node to Label Mapping : 
Node 105938: Label ?| Node 101580: Label 38| Node 43988: Label 31| ```
                                ""","""Label of Node = -1""",
28,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 132578 is connected to Node 135819. 
Node to Label Mapping : 
Node 132578: Label ?| Node 135819: Label 28| ```
                                ""","""Label of Node = -1""",
10,24,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 98242 is connected to Node 104643. Node 98242 is connected to Node 94668. Node 104643 is connected to Node 94668. Node 116168 is connected to Node 94668. Node 164457 is connected to Node 141997. Node 164457 is connected to Node 94668. Node 94668 is connected to Node 143001. Node 94668 is connected to Node 144629. Node 94668 is connected to Node 141972. Node 94668 is connected to Node 141997. Node 94668 is connected to Node 130481. Node 130481 is connected to Node 143001. 
Node to Label Mapping : 
Node 98242: Label 24| Node 104643: Label 24| Node 116168: Label 24| Node 164457: Label 24| Node 94668: Label ?| Node 141997: Label 10| Node 130481: Label 24| Node 141972: Label 10| Node 144629: Label 10| Node 143001: Label 24| ```
                                ""","""Label of Node = 24""",
24,16,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 104998 is connected to Node 135414. Node 104998 is connected to Node 93882. Node 108074 is connected to Node 144665. Node 108074 is connected to Node 135414. Node 108074 is connected to Node 155736. Node 108074 is connected to Node 93882. Node 164395 is connected to Node 93882. Node 119673 is connected to Node 93882. Node 135414 is connected to Node 155736. Node 135414 is connected to Node 93882. Node 155736 is connected to Node 144665. Node 155736 is connected to Node 93882. Node 144665 is connected to Node 93882. Node 93882 is connected to Node 98047. 
Node to Label Mapping : 
Node 104998: Label 16| Node 108074: Label 24| Node 164395: Label 24| Node 119673: Label 24| Node 135414: Label 16| Node 155736: Label 24| Node 144665: Label 24| Node 93882: Label ?| Node 98047: Label 16| ```
                                ""","""Label of Node = 16""",
4,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 137221 is connected to Node 8481. Node 100885 is connected to Node 8481. Node 123288 is connected to Node 25758. Node 123288 is connected to Node 8481. Node 123288 is connected to Node 92231. Node 108829 is connected to Node 8481. Node 25758 is connected to Node 61100. Node 25758 is connected to Node 26554. Node 25758 is connected to Node 8481. Node 140574 is connected to Node 110498. Node 140574 is connected to Node 8481. Node 8481 is connected to Node 61100. Node 8481 is connected to Node 25208. Node 8481 is connected to Node 26554. Node 8481 is connected to Node 10538. Node 8481 is connected to Node 36054. Node 8481 is connected to Node 36081. Node 8481 is connected to Node 68037. Node 8481 is connected to Node 137967. Node 8481 is connected to Node 130138. Node 8481 is connected to Node 163274. Node 8481 is connected to Node 110498. Node 8481 is connected to Node 67166. Node 8481 is connected to Node 92231. Node 8481 is connected to Node 30038. Node 110498 is connected to Node 163274. Node 10538 is connected to Node 25208. Node 10538 is connected to Node 26554. Node 61100 is connected to Node 36054. Node 61100 is connected to Node 30038. Node 163274 is connected to Node 137967. Node 67166 is connected to Node 36081. 
Node to Label Mapping : 
Node 137221: Label 24| Node 100885: Label 16| Node 123288: Label 4| Node 108829: Label 24| Node 25758: Label 24| Node 140574: Label 16| Node 8481: Label 24| Node 110498: Label 24| Node 10538: Label 16| Node 61100: Label 16| Node 26554: Label 13| Node 68037: Label 16| Node 92231: Label 24| Node 163274: Label 24| Node 36054: Label 4| Node 30038: Label 4| Node 130138: Label ?| Node 67166: Label 16| Node 137967: Label 16| Node 36081: Label 13| Node 25208: Label 16| ```
                                ""","""Label of Node = -1""",
36,5,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 39384 is connected to Node 21387. 
Node to Label Mapping : 
Node 39384: Label 5| Node 21387: Label ?| ```
                                ""","""Label of Node = 5""",
24,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: 
Node to Label Mapping : 
Node 168041: Label ?| ```
                                ""","""Label of Node = -1""",
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 68801 is connected to Node 120545. Node 68801 is connected to Node 81422. Node 68801 is connected to Node 105169. Node 68801 is connected to Node 75287. 
Node to Label Mapping : 
Node 68801: Label 28| Node 120545: Label 8| Node 81422: Label 28| Node 105169: Label 28| Node 75287: Label ?| ```
                                ""","""Label of Node = 28""",
34,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 52722 is connected to Node 158540. Node 158540 is connected to Node 146405. 
Node to Label Mapping : 
Node 52722: Label ?| Node 158540: Label 9| Node 146405: Label 20| ```
                                ""","""Label of Node = -1""",
34,34,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 149222 is connected to Node 124692. Node 149222 is connected to Node 106831. Node 23623 is connected to Node 124692. Node 114571 is connected to Node 124692. Node 106831 is connected to Node 124692. Node 124692 is connected to Node 158423. 
Node to Label Mapping : 
Node 149222: Label 34| Node 23623: Label 34| Node 114571: Label ?| Node 106831: Label 9| Node 124692: Label 34| Node 158423: Label 34| ```
                                ""","""Label of Node = 34""",
10,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: 
Node to Label Mapping : 
Node 5317: Label ?| ```
                                ""","""Label of Node = -1""",
4,4,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 112952 is connected to Node 4950. Node 112952 is connected to Node 35577. 
Node to Label Mapping : 
Node 112952: Label ?| Node 35577: Label 4| Node 4950: Label 4| ```
                                ""","""Label of Node = 4""",
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 159008 is connected to Node 41232. Node 159008 is connected to Node 112096. 
Node to Label Mapping : 
Node 159008: Label 28| Node 41232: Label 28| Node 112096: Label ?| ```
                                ""","""Label of Node = 28""",
10,10,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 114713 is connected to Node 43997. 
Node to Label Mapping : 
Node 114713: Label ?| Node 43997: Label 10| ```
                                ""","""Label of Node = 10""",
34,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 54769 is connected to Node 79703. Node 54769 is connected to Node 24627. 
Node to Label Mapping : 
Node 54769: Label ?| Node 24627: Label 20| Node 79703: Label 34| ```
                                ""","""Label of Node = -1""",
30,30,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 106853 is connected to Node 120652. Node 106853 is connected to Node 113018. Node 106853 is connected to Node 113095. Node 106853 is connected to Node 137062. Node 106853 is connected to Node 118542. Node 106853 is connected to Node 154342. Node 137062 is connected to Node 120652. Node 137062 is connected to Node 113018. 
Node to Label Mapping : 
Node 106853: Label 30| Node 137062: Label 30| Node 113095: Label 30| Node 154342: Label ?| Node 120652: Label 30| Node 118542: Label 30| Node 113018: Label 30| ```
                                ""","""Label of Node = 30""",
28,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: 
Node to Label Mapping : 
Node 142373: Label ?| ```
                                ""","""Label of Node = -1""",
