GroundTruth,Parsed Value,Prompt,Response,Error
13,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(34570, 58062), (34570, 14726), (58062, 14726)]
Node to Label Mapping : 
Node 34570: Label ?| Node 58062: Label 24| Node 14726: Label 13| ```
                                ""","""Label of Node = -1""",
36,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: []
Node to Label Mapping : 
Node 13153: Label ?| ```
                                ""","""Label of Node = -1""",
16,16,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(95382, 81566), (95548, 81566)]
Node to Label Mapping : 
Node 95382: Label ?| Node 95548: Label 16| Node 81566: Label 16| ```
                                ""","""Label of Node = 16""",
3,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(19154, 111431), (112019, 111431)]
Node to Label Mapping : 
Node 19154: Label 3| Node 112019: Label ?| Node 111431: Label 8| ```
                                ""","""Label of Node = -1""",
21,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(104120, 134501)]
Node to Label Mapping : 
Node 104120: Label ?| Node 134501: Label 21| ```
                                ""","""Label of Node = -1""",
13,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(154469, 49498), (161050, 49498), (151757, 148543), (151757, 49498), (591, 49498), (49498, 148543)]
Node to Label Mapping : 
Node 154469: Label ?| Node 161050: Label 33| Node 151757: Label 24| Node 591: Label 10| Node 49498: Label 10| Node 148543: Label 24| ```
                                ""","""Label of Node = -1""",
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(6250, 40411)]
Node to Label Mapping : 
Node 6250: Label 28| Node 40411: Label ?| ```
                                ""","""Label of Node = 28""",
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(86050, 19949), (55398, 19949), (55398, 10475), (10475, 19949), (19949, 59769), (19949, 57853)]
Node to Label Mapping : 
Node 86050: Label 28| Node 55398: Label 28| Node 10475: Label ?| Node 19949: Label 28| Node 59769: Label 28| Node 57853: Label 28| ```
                                ""","""Label of Node = 28""",
10,10,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(94816, 96257), (96257, 53233), (96257, 12556), (96257, 84197), (96257, 11191), (96257, 75177), (96257, 77771), (96257, 87022), (96257, 63419), (96257, 80506)]
Node to Label Mapping : 
Node 94816: Label 10| Node 96257: Label 10| Node 84197: Label ?| Node 75177: Label 10| Node 77771: Label 10| Node 12556: Label 10| Node 87022: Label 10| Node 53233: Label 10| Node 11191: Label 10| Node 80506: Label 10| Node 63419: Label 10| ```
                                ""","""Label of Node = 10""",
5,34,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(51497, 47329), (51497, 6171), (51497, 38340), (6171, 47329)]
Node to Label Mapping : 
Node 51497: Label ?| Node 6171: Label 34| Node 38340: Label 34| Node 47329: Label 34| ```
                                ""","""Label of Node = 34""",
5,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(158761, 129058), (129058, 149111)]
Node to Label Mapping : 
Node 158761: Label 19| Node 129058: Label ?| Node 149111: Label 24| ```
                                ""","""Label of Node = -1""",
27,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(112865, 96465)]
Node to Label Mapping : 
Node 112865: Label 6| Node 96465: Label ?| ```
                                ""","""Label of Node = -1""",
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(104385, 163647), (104385, 128127), (62114, 163647), (128127, 163647)]
Node to Label Mapping : 
Node 104385: Label 28| Node 62114: Label 28| Node 128127: Label 28| Node 163647: Label ?| ```
                                ""","""Label of Node = 28""",
16,16,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(89476, 93020), (34175, 16533), (34175, 93020), (16533, 93020), (102811, 93020), (93020, 76895)]
Node to Label Mapping : 
Node 89476: Label 16| Node 34175: Label ?| Node 16533: Label 16| Node 102811: Label 16| Node 93020: Label 16| Node 76895: Label 16| ```
                                ""","""Label of Node = 16""",
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(1666, 57853), (32762, 57853), (43299, 57853), (45990, 57853), (42185, 139034), (42185, 57853), (75273, 9163), (75273, 57853), (9163, 57853), (19949, 57853), (53358, 57853), (53358, 21522), (53358, 5588), (5329, 57853), (21522, 57853), (21522, 5588), (49363, 139034), (49363, 57853), (5588, 57853), (13018, 139034), (13018, 57853), (139034, 57853)]
Node to Label Mapping : 
Node 1666: Label ?| Node 32762: Label 28| Node 43299: Label 28| Node 45990: Label 28| Node 42185: Label 28| Node 75273: Label 28| Node 9163: Label 28| Node 19949: Label 28| Node 53358: Label 28| Node 5329: Label 28| Node 21522: Label 28| Node 49363: Label 28| Node 5588: Label 28| Node 13018: Label 28| Node 139034: Label 28| Node 57853: Label 28| ```
                                ""","""Label of Node 1666 = 28""",
10,10,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(160310, 38990), (85721, 38990), (38990, 66558)]
Node to Label Mapping : 
Node 160310: Label 36| Node 85721: Label ?| Node 38990: Label 10| Node 66558: Label 10| ```
                                ""","""Label of Node = 10""",
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(135145, 31958), (135145, 87740), (135145, 71245), (135145, 14089)]
Node to Label Mapping : 
Node 135145: Label 28| Node 14089: Label ?| Node 71245: Label 28| Node 31958: Label 28| Node 87740: Label 28| ```
                                ""","""Label of Node = 28""",
37,37,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(63320, 11714), (11714, 50564), (11714, 48687)]
Node to Label Mapping : 
Node 63320: Label 10| Node 11714: Label 37| Node 50564: Label ?| Node 48687: Label 10| ```
                                ""","""Label of Node = 37""",
16,16,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(80881, 66916), (66916, 166425), (66916, 72679), (166425, 72679)]
Node to Label Mapping : 
Node 80881: Label 26| Node 66916: Label ?| Node 166425: Label 16| Node 72679: Label 16| ```
                                ""","""Label of Node = 16""",
16,16,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(69794, 68037), (69794, 40398), (69794, 53950), (69794, 67166), (85092, 40398), (68037, 40398), (68037, 8440), (48670, 40398), (48670, 8440), (48670, 37013), (67166, 40398), (67166, 8440), (67166, 53950), (67166, 79124), (67166, 37013), (155212, 40398), (40398, 100885), (40398, 155291), (40398, 53950), (40398, 79124), (40398, 46132), (40398, 167758), (40398, 8440), (40398, 37013), (100885, 8440), (8440, 53950)]
Node to Label Mapping : 
Node 69794: Label 24| Node 85092: Label 16| Node 68037: Label 16| Node 48670: Label ?| Node 67166: Label 16| Node 155212: Label 16| Node 40398: Label 24| Node 167758: Label 16| Node 79124: Label 16| Node 100885: Label 16| Node 37013: Label 24| Node 46132: Label 16| Node 8440: Label 24| Node 155291: Label 24| Node 53950: Label 16| ```
                                ""","""Label of Node = 16""",
0,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(57146, 146612)]
Node to Label Mapping : 
Node 57146: Label ?| Node 146612: Label 34| ```
                                ""","""Label of Node = -1""",
5,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: []
Node to Label Mapping : 
Node 151994: Label ?| ```
                                ""","""Label of Node = -1""",
31,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(58461, 34509)]
Node to Label Mapping : 
Node 58461: Label 11| Node 34509: Label ?| ```
                                ""","""Label of Node = -1""",
10,24,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(58560, 113289), (22145, 146476), (22145, 113289), (22145, 71307), (166368, 113289), (166368, 104051), (166368, 113447), (86949, 113289), (113447, 113289), (113447, 86955), (113447, 104051), (113289, 146476), (113289, 86955), (113289, 104051), (113289, 71307), (113289, 38135), (113289, 1086), (146476, 1086)]
Node to Label Mapping : 
Node 58560: Label 24| Node 22145: Label 24| Node 166368: Label 10| Node 86949: Label 24| Node 113447: Label 24| Node 113289: Label 24| Node 71307: Label 24| Node 86955: Label 24| Node 146476: Label ?| Node 104051: Label 24| Node 38135: Label 24| Node 1086: Label 10| ```
                                ""","""Label of Node = 24""",
24,24,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(28036, 164990), (28036, 145275), (2054, 109116), (2054, 76356), (2054, 63148), (2054, 145275), (63623, 145275), (65800, 145275), (121864, 164990), (121864, 145275), (30860, 164990), (30860, 145275), (103821, 145275), (53649, 145275), (124306, 145275), (70163, 145275), (11926, 145275), (107030, 145275), (141207, 145275), (91807, 145275), (17184, 145275), (88481, 164990), (88481, 145275), (103716, 145275), (82469, 164990), (82469, 145275), (49448, 145275), (23723, 145275), (63148, 145275), (12973, 145275), (59057, 164990), (59057, 145275), (49075, 145275), (16441, 145275), (32444, 102633), (32444, 145275), (109116, 164990), (109116, 145275), (134467, 164990), (134467, 145275), (76356, 129106), (76356, 164990), (76356, 145275), (116038, 164990), (116038, 145275), (70730, 129106), (70730, 145275), (8651, 164990), (8651, 145275), (136523, 145275), (47437, 145275), (100429, 145275), (144587, 145275), (99792, 102376), (99792, 145275), (129106, 164990), (129106, 145275), (14932, 164990), (14932, 145275), (10197, 145275), (38740, 102633), (38740, 145275), (107095, 164990), (107095, 145275), (78817, 145275), (96869, 164990), (96869, 145275), (30696, 145275), (102376, 145275), (102633, 164990), (102633, 145275), (92523, 145275), (57068, 145275), (50157, 145275), (24686, 145275), (111475, 145275), (100856, 145275), (44665, 145275), (145275, 75647), (145275, 164990), (164990, 75647)]
Node to Label Mapping : 
Node 28036: Label 24| Node 2054: Label 24| Node 63623: Label 24| Node 65800: Label 24| Node 121864: Label 24| Node 30860: Label 24| Node 103821: Label 24| Node 53649: Label 24| Node 124306: Label 30| Node 70163: Label 24| Node 11926: Label 31| Node 107030: Label 24| Node 141207: Label 30| Node 91807: Label 24| Node 17184: Label 16| Node 88481: Label 31| Node 103716: Label 16| Node 82469: Label 24| Node 49448: Label 24| Node 23723: Label 24| Node 63148: Label 24| Node 12973: Label 24| Node 59057: Label 5| Node 49075: Label 24| Node 16441: Label 16| Node 32444: Label 16| Node 109116: Label 24| Node 134467: Label 30| Node 76356: Label 24| Node 116038: Label 24| Node 70730: Label 24| Node 8651: Label 24| Node 136523: Label 24| Node 47437: Label 24| Node 100429: Label 24| Node 144587: Label 34| Node 99792: Label 16| Node 129106: Label 24| Node 14932: Label 30| Node 10197: Label 24| Node 38740: Label 16| Node 107095: Label 24| Node 78817: Label 24| Node 96869: Label 24| Node 30696: Label 24| Node 102376: Label 16| Node 102633: Label 16| Node 92523: Label 24| Node 57068: Label ?| Node 50157: Label 16| Node 24686: Label 24| Node 111475: Label 16| Node 100856: Label 24| Node 44665: Label 24| Node 145275: Label 24| Node 164990: Label 24| Node 75647: Label 24| ```
                                ""","""Label of Node = 24""",
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(133801, 106073), (133801, 57680), (133801, 106635), (106635, 57680), (119501, 57680), (131919, 57680), (57680, 113949), (57680, 106073)]
Node to Label Mapping : 
Node 133801: Label ?| Node 106635: Label 28| Node 119501: Label 28| Node 131919: Label 28| Node 57680: Label 28| Node 106073: Label 28| Node 113949: Label 28| ```
                                ""","""Label of Node = 28""",
