GroundTruth,Parsed Value,Prompt,Response,Error
33,2,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(87651, 131509), (87651, 169111), (100742, 131509), (100742, 169111), (67911, 112660), (67911, 131509), (67911, 169111)]
Node to Label Mapping : 
Node 87651: Label 23| Node 100742: Label 22| Node 67911: Label 2| Node 112660: Label ?| Node 131509: Label 2| Node 169111: Label 2| ```
                                ""","""Label of Node = 2""",
23,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(137185, 28883), (123139, 28883), (40619, 28883), (29649, 28883), (28883, 40598)]
Node to Label Mapping : 
Node 137185: Label 23| Node 123139: Label 30| Node 40619: Label 23| Node 29649: Label 30| Node 28883: Label ?| Node 40598: Label 30| ```
                                ""","""Label of Node = -1""",
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(116623, 130575), (130575, 127031)]
Node to Label Mapping : 
Node 116623: Label ?| Node 130575: Label 28| Node 127031: Label 28| ```
                                ""","""Label of Node = 28""",
5,29,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(80517, 131112), (80517, 117147), (80517, 137131), (80517, 11611), (35986, 165402), (35986, 131112), (35986, 150643), (46743, 131112), (46743, 150643), (165402, 137131), (117147, 131112), (117147, 150643), (26015, 8557), (26015, 131112), (26015, 79705), (26015, 139949), (26015, 150643), (131112, 139949), (131112, 150643), (131112, 79705), (131112, 33382), (131112, 64172), (131112, 93290), (131112, 69728), (131112, 109241), (131112, 52606), (131112, 8557), (131112, 75384), (131112, 80564), (131112, 15696), (131112, 11611), (137131, 89198), (137131, 64172), (137131, 109241), (137131, 8571), (137131, 139949), (137131, 150643), (137131, 75384), (137131, 80564), (64172, 139949), (64172, 75384), (64172, 52606), (139949, 8557), (139949, 150643), (139949, 75384), (80564, 11611), (15696, 93290), (79705, 150643), (79705, 33382), (93290, 52606), (8557, 150643), (75384, 52606)]
Node to Label Mapping : 
Node 80517: Label ?| Node 35986: Label 5| Node 46743: Label 29| Node 165402: Label 5| Node 117147: Label 29| Node 26015: Label 5| Node 131112: Label 29| Node 137131: Label 29| Node 64172: Label 29| Node 139949: Label 29| Node 80564: Label 29| Node 109241: Label 29| Node 15696: Label 29| Node 79705: Label 5| Node 11611: Label 5| Node 69728: Label 5| Node 33382: Label 29| Node 93290: Label 29| Node 8557: Label 29| Node 89198: Label 29| Node 150643: Label 29| Node 75384: Label 29| Node 8571: Label 5| Node 52606: Label 29| ```
                                ""","""Label of Node = 29""",
22,22,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(27648, 77985), (27648, 50313), (77985, 93209), (77985, 143787), (77985, 166467), (77985, 50298), (77985, 50313)]
Node to Label Mapping : 
Node 27648: Label 7| Node 77985: Label 22| Node 166467: Label 5| Node 50313: Label 7| Node 143787: Label ?| Node 93209: Label 22| Node 50298: Label 5| ```
                                ""","""Label of Node = 22""",
16,16,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(68356, 92892), (68356, 102127), (68356, 43770), (139912, 56189), (139912, 398), (139912, 123408), (139912, 94417), (139912, 56359), (139912, 124941), (139912, 32468), (139912, 89575), (139912, 127823), (139912, 106774), (139912, 114831), (139912, 24970), (87309, 102127), (540, 102127), (51110, 102127), (16554, 92892), (16554, 102127), (21548, 102127), (81837, 102127), (16434, 102127), (39673, 102127), (123063, 70521), (123063, 20166), (123063, 66769), (123063, 3141), (123063, 121080), (123063, 89575), (123063, 49095), (18106, 102127), (29756, 102127), (75585, 102127), (78024, 102127), (81349, 102127), (32468, 102127), (57049, 102127), (85337, 102127), (93785, 102127), (92892, 102127), (92892, 4577), (92892, 43770), (21598, 102127), (4577, 102127), (32484, 102127), (89575, 102127), (17895, 102127), (56426, 102127), (102127, 4338), (102127, 100348), (102127, 43770)]
Node to Label Mapping : 
Node 68356: Label 27| Node 139912: Label 17| Node 24970: Label 16| Node 87309: Label 24| Node 398: Label 10| Node 114831: Label 25| Node 123408: Label 16| Node 124941: Label 27| Node 106774: Label 16| Node 540: Label 16| Node 51110: Label 16| Node 56359: Label 16| Node 16554: Label 16| Node 21548: Label 27| Node 81837: Label 27| Node 16434: Label 16| Node 39673: Label 16| Node 123063: Label 16| Node 18106: Label 27| Node 29756: Label 27| Node 75585: Label 16| Node 3141: Label 16| Node 20166: Label 16| Node 49095: Label 16| Node 78024: Label 16| Node 81349: Label 16| Node 127823: Label 16| Node 66769: Label 16| Node 94417: Label 16| Node 32468: Label 16| Node 57049: Label 16| Node 85337: Label 16| Node 93785: Label 16| Node 92892: Label 16| Node 21598: Label 16| Node 4577: Label 16| Node 32484: Label 16| Node 89575: Label 16| Node 17895: Label 16| Node 56426: Label 16| Node 102127: Label 16| Node 4338: Label 16| Node 121080: Label 16| Node 70521: Label 16| Node 43770: Label 27| Node 100348: Label 16| Node 56189: Label ?| ```
                                ""","""Label of Node = 16""",
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(122308, 159083), (122308, 131468), (122308, 129235), (122308, 147965), (159083, 129235)]
Node to Label Mapping : 
Node 122308: Label 28| Node 159083: Label 28| Node 131468: Label 15| Node 129235: Label 28| Node 147965: Label ?| ```
                                ""","""Label of Node = 28""",
27,27,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(58877, 168566), (139979, 168566), (154245, 168566)]
Node to Label Mapping : 
Node 58877: Label 27| Node 139979: Label 27| Node 154245: Label ?| Node 168566: Label 27| ```
                                ""","""Label of Node = 27""",
28,8,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(13989, 24838), (24838, 17262), (24838, 18579), (24838, 1499), (24838, 16113), (24838, 12592), (24838, 1085), (1499, 1085)]
Node to Label Mapping : 
Node 13989: Label 28| Node 24838: Label 28| Node 17262: Label 28| Node 12592: Label 8| Node 16113: Label 8| Node 18579: Label 28| Node 1499: Label 8| Node 1085: Label ?| ```
                                ""","""Label of Node = 8""",
20,34,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(9720, 167600), (33161, 123312), (33161, 28589), (43914, 123312), (43914, 117388), (117388, 45284), (117388, 34638), (117388, 34645), (117388, 87747), (117388, 61560), (117388, 82596), (117388, 35247), (117388, 8570), (117388, 123312), (104081, 2136), (104081, 86980), (104081, 123312), (60564, 167600), (142100, 167600), (46742, 120514), (46742, 57939), (46742, 141268), (54171, 81594), (54171, 141268), (74396, 123312), (74396, 81594), (74396, 167600), (74396, 141268), (7328, 167600), (7328, 143975), (66593, 34638), (66593, 123312), (66593, 138473), (89763, 120514), (89763, 94824), (89763, 141268), (82596, 123312), (82596, 138473), (6055, 123312), (150570, 167600), (38699, 141268), (20013, 123312), (28589, 81594), (35247, 123312), (123312, 75637), (123312, 84711), (123312, 78292), (123312, 45284), (123312, 121804), (123312, 34645), (123312, 138473), (123312, 87747), (123312, 1729), (123312, 61560), (123312, 2136), (123312, 8570), (123312, 24782), (123312, 86980), (123312, 35408), (167600, 121804), (167600, 36191), (167600, 157010), (167600, 29914), (167600, 169075), (167600, 143975), (4018, 94824), (4018, 141268), (81594, 34638), (81594, 69608), (81594, 41717), (81594, 2136), (81594, 162368), (81594, 141268), (81594, 47550), (120514, 141268), (87747, 45284), (109512, 141268), (121804, 141268), (34638, 138473), (24014, 141268), (34127, 141268), (141268, 118006), (141268, 135646), (141268, 15326), (141268, 94824), (141268, 69855), (141268, 57939), (141268, 130681), (34645, 138473), (2136, 45284), (29914, 143975), (138473, 61560), (143975, 169075)]
Node to Label Mapping : 
Node 9720: Label 34| Node 33161: Label 34| Node 43914: Label 34| Node 117388: Label 34| Node 104081: Label 34| Node 60564: Label 39| Node 142100: Label 8| Node 46742: Label 9| Node 54171: Label 34| Node 74396: Label 34| Node 7328: Label 36| Node 66593: Label 34| Node 89763: Label 39| Node 82596: Label 34| Node 6055: Label 34| Node 150570: Label 36| Node 38699: Label 34| Node 20013: Label 10| Node 28589: Label 9| Node 35247: Label 34| Node 123312: Label 34| Node 167600: Label 39| Node 4018: Label 20| Node 81594: Label 34| Node 47550: Label 34| Node 162368: Label 34| Node 1729: Label 34| Node 120514: Label 20| Node 87747: Label 34| Node 86980: Label 34| Node 109512: Label 39| Node 121804: Label 39| Node 24782: Label 34| Node 34638: Label 34| Node 35408: Label 34| Node 24014: Label 34| Node 157010: Label 34| Node 34127: Label 34| Node 141268: Label 34| Node 34645: Label 34| Node 78292: Label 39| Node 57939: Label 20| Node 2136: Label 34| Node 29914: Label 9| Node 15326: Label 36| Node 36191: Label 9| Node 69855: Label 34| Node 135646: Label 34| Node 45284: Label 34| Node 84711: Label 34| Node 69608: Label 9| Node 138473: Label 34| Node 143975: Label 9| Node 94824: Label 34| Node 169075: Label 34| Node 75637: Label 34| Node 41717: Label 34| Node 118006: Label ?| Node 61560: Label 34| Node 130681: Label 34| Node 8570: Label 34| ```
                                ""","""Label of Node = 34""",
