GroundTruth,Parsed Value,Prompt,Response,Error
26,26,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 73513 is connected to Node 92655. Node 77100 is connected to Node 92655. Node 74106 is connected to Node 92655. Node 92655 is connected to Node 28346. Node 92655 is connected to Node 29680. Node 92655 is connected to Node 81519. Node 92655 is connected to Node 23357. Node 92655 is connected to Node 68474. Node 92655 is connected to Node 39420. Node 92655 is connected to Node 73973. Node 39420 is connected to Node 68474. 
Node to Label Mapping : 
Node 73513: Label 4| Node 77100: Label 26| Node 74106: Label ?| Node 92655: Label 26| Node 29680: Label 3| Node 81519: Label 26| Node 73973: Label 30| Node 28346: Label 3| Node 39420: Label 3| Node 23357: Label 3| Node 68474: Label 26| ```
                                ""","""Label of Node = 26""",
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 45317 is connected to Node 7867. Node 45317 is connected to Node 92358. Node 85766 is connected to Node 79536. Node 85766 is connected to Node 58541. Node 85766 is connected to Node 70484. Node 85766 is connected to Node 66525. Node 85766 is connected to Node 61212. Node 85766 is connected to Node 18742. Node 85766 is connected to Node 38595. Node 85766 is connected to Node 80940. Node 85766 is connected to Node 21372. Node 85766 is connected to Node 75804. Node 85766 is connected to Node 69837. Node 85766 is connected to Node 18103. Node 85766 is connected to Node 36675. Node 85766 is connected to Node 72589. Node 85766 is connected to Node 79158. Node 85766 is connected to Node 64669. Node 85766 is connected to Node 39490. Node 85766 is connected to Node 43513. Node 85766 is connected to Node 84369. Node 85766 is connected to Node 72716. Node 72716 is connected to Node 69837. Node 72716 is connected to Node 123956. Node 72589 is connected to Node 123956. Node 61212 is connected to Node 29170. Node 61212 is connected to Node 58541. Node 61212 is connected to Node 90219. Node 61212 is connected to Node 123956. Node 61212 is connected to Node 92358. Node 61212 is connected to Node 46022. Node 61212 is connected to Node 43513. Node 80940 is connected to Node 66525. Node 58541 is connected to Node 92358. Node 123956 is connected to Node 70484. Node 123956 is connected to Node 90219. Node 123956 is connected to Node 36675. Node 123956 is connected to Node 92358. Node 18742 is connected to Node 38595. Node 18103 is connected to Node 90219. Node 18103 is connected to Node 92358. Node 79158 is connected to Node 90219. Node 7867 is connected to Node 90219. Node 7867 is connected to Node 92358. Node 90219 is connected to Node 43513. 
Node to Label Mapping : 
Node 45317: Label ?| Node 85766: Label 28| Node 72716: Label 28| Node 72589: Label 28| Node 84369: Label 28| Node 61212: Label 28| Node 64669: Label 28| Node 75804: Label 28| Node 80940: Label 28| Node 58541: Label 4| Node 79536: Label 28| Node 123956: Label 28| Node 18742: Label 28| Node 18103: Label 4| Node 79158: Label 28| Node 7867: Label 28| Node 39490: Label 28| Node 36675: Label 28| Node 38595: Label 28| Node 92358: Label 28| Node 46022: Label 28| Node 69837: Label 28| Node 70484: Label 8| Node 66525: Label 28| Node 90219: Label 28| Node 29170: Label 28| Node 43513: Label 28| Node 21372: Label 28| ```
                                ""","""Label of Node = 28""",
16,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: 
Node to Label Mapping : 
Node 152043: Label ?| ```
                                ""","""Label of Node = -1""",
10,30,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 108282 is connected to Node 166772. Node 108282 is connected to Node 148703. Node 108282 is connected to Node 119511. 
Node to Label Mapping : 
Node 108282: Label 24| Node 166772: Label ?| Node 119511: Label 30| Node 148703: Label 30| ```
                                ""","""Label of Node = 30""",
34,34,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 139971 is connected to Node 26195. Node 139971 is connected to Node 23730. Node 118630 is connected to Node 26195. Node 23730 is connected to Node 26195. Node 26195 is connected to Node 147995. 
Node to Label Mapping : 
Node 139971: Label 34| Node 118630: Label 34| Node 23730: Label ?| Node 26195: Label 34| Node 147995: Label 34| ```
                                ""","""Label of Node = 34""",
19,19,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 85443 is connected to Node 98783. Node 85443 is connected to Node 158386. Node 149189 is connected to Node 49659. Node 149189 is connected to Node 88182. Node 149189 is connected to Node 98783. Node 48647 is connected to Node 24296. Node 48647 is connected to Node 5674. Node 48647 is connected to Node 28398. Node 48647 is connected to Node 62441. Node 48647 is connected to Node 98783. Node 48647 is connected to Node 158386. Node 24296 is connected to Node 139184. Node 24296 is connected to Node 98783. Node 62441 is connected to Node 12074. Node 5674 is connected to Node 139184. Node 145162 is connected to Node 28398. Node 12074 is connected to Node 139184. Node 28398 is connected to Node 139184. Node 28398 is connected to Node 88182. Node 139184 is connected to Node 49659. Node 158386 is connected to Node 49659. Node 158386 is connected to Node 88182. Node 88182 is connected to Node 49659. Node 88182 is connected to Node 98783. 
Node to Label Mapping : 
Node 85443: Label 19| Node 149189: Label 19| Node 48647: Label 19| Node 24296: Label 19| Node 62441: Label 19| Node 5674: Label 19| Node 145162: Label 19| Node 12074: Label 19| Node 28398: Label 19| Node 139184: Label 19| Node 158386: Label 19| Node 88182: Label 19| Node 49659: Label 19| Node 98783: Label ?| ```
                                ""","""Label of Node = 19""",
10,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 106113 is connected to Node 130662. Node 128394 is connected to Node 130662. Node 37899 is connected to Node 21338. Node 37899 is connected to Node 130662. Node 37899 is connected to Node 15443. Node 35087 is connected to Node 130662. Node 129556 is connected to Node 130662. Node 22422 is connected to Node 130662. Node 113814 is connected to Node 130662. Node 10027 is connected to Node 130662. Node 14769 is connected to Node 15443. Node 14769 is connected to Node 130662. Node 89527 is connected to Node 130662. Node 47416 is connected to Node 130662. Node 7738 is connected to Node 130662. Node 83900 is connected to Node 130662. Node 103232 is connected to Node 130662. Node 11211 is connected to Node 130662. Node 125647 is connected to Node 130662. Node 15443 is connected to Node 130662. Node 113369 is connected to Node 130662. Node 21338 is connected to Node 130662. Node 128477 is connected to Node 130662. Node 5983 is connected to Node 130662. Node 72801 is connected to Node 130662. Node 89059 is connected to Node 130662. Node 130662 is connected to Node 10604. Node 130662 is connected to Node 40186. Node 130662 is connected to Node 18157. 
Node to Label Mapping : 
Node 106113: Label 24| Node 128394: Label 24| Node 37899: Label 10| Node 35087: Label 24| Node 129556: Label 24| Node 22422: Label 24| Node 113814: Label ?| Node 10027: Label 10| Node 14769: Label 10| Node 89527: Label 24| Node 47416: Label 10| Node 7738: Label 10| Node 83900: Label 24| Node 103232: Label 10| Node 11211: Label 24| Node 125647: Label 10| Node 15443: Label 24| Node 113369: Label 24| Node 21338: Label 10| Node 128477: Label 11| Node 5983: Label 10| Node 72801: Label 27| Node 89059: Label 24| Node 130662: Label 10| Node 10604: Label 24| Node 18157: Label 10| Node 40186: Label 10| ```
                                ""","""Label of Node = -1""",
22,2,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 160326 is connected to Node 13259. Node 160326 is connected to Node 137726. Node 160326 is connected to Node 30623. Node 160326 is connected to Node 135348. Node 160326 is connected to Node 156777. Node 160326 is connected to Node 57069. 
Node to Label Mapping : 
Node 160326: Label 2| Node 156777: Label ?| Node 13259: Label 2| Node 57069: Label 2| Node 135348: Label 2| Node 137726: Label 2| Node 30623: Label 2| ```
                                ""","""Label of Node = 2""",
5,5,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 169316 is connected to Node 29076. Node 112399 is connected to Node 29076. Node 47281 is connected to Node 29076. Node 29076 is connected to Node 168602. 
Node to Label Mapping : 
Node 169316: Label 5| Node 112399: Label ?| Node 47281: Label 34| Node 29076: Label 5| Node 168602: Label 5| ```
                                ""","""Label of Node = 5""",
16,16,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 139912 is connected to Node 114831. Node 127245 is connected to Node 55870. Node 127245 is connected to Node 91561. Node 127245 is connected to Node 102098. Node 127245 is connected to Node 25523. Node 127245 is connected to Node 90528. Node 120078 is connected to Node 150877. Node 120078 is connected to Node 148576. Node 114831 is connected to Node 90528. Node 114831 is connected to Node 98706. Node 98706 is connected to Node 143339. Node 55453 is connected to Node 21822. Node 90528 is connected to Node 148576. Node 90528 is connected to Node 21822. Node 65839 is connected to Node 21822. Node 98236 is connected to Node 148576. Node 21822 is connected to Node 143339. Node 21822 is connected to Node 121198. Node 53843 is connected to Node 148576. Node 81238 is connected to Node 148576. Node 150877 is connected to Node 148576. Node 150877 is connected to Node 107760. Node 148576 is connected to Node 107760. Node 148576 is connected to Node 91246. 
Node to Label Mapping : 
Node 139912: Label 17| Node 127245: Label 19| Node 120078: Label 16| Node 114831: Label 25| Node 98706: Label 25| Node 55453: Label 16| Node 90528: Label 16| Node 91561: Label 20| Node 65839: Label 16| Node 25523: Label 20| Node 98236: Label 16| Node 55870: Label 20| Node 21822: Label ?| Node 102098: Label 20| Node 53843: Label 16| Node 81238: Label 16| Node 150877: Label 16| Node 148576: Label 16| Node 143339: Label 31| Node 121198: Label 24| Node 91246: Label 16| Node 107760: Label 16| ```
                                ""","""Label of Node = 16""",
22,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 123265 is connected to Node 141762. Node 141762 is connected to Node 109996. Node 141762 is connected to Node 147018. Node 141762 is connected to Node 66591. Node 141762 is connected to Node 42679. Node 141762 is connected to Node 9676. Node 141762 is connected to Node 75017. 
Node to Label Mapping : 
Node 123265: Label 2| Node 141762: Label 22| Node 75017: Label 33| Node 147018: Label 5| Node 9676: Label 22| Node 109996: Label 22| Node 42679: Label ?| Node 66591: Label 2| ```
                                ""","""Label of Node = -1""",
10,10,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 88195 is connected to Node 113881. Node 88195 is connected to Node 161168. Node 25357 is connected to Node 161168. Node 66063 is connected to Node 51414. Node 66063 is connected to Node 161168. Node 161168 is connected to Node 49180. Node 161168 is connected to Node 19919. Node 161168 is connected to Node 59811. Node 161168 is connected to Node 113881. Node 161168 is connected to Node 120546. Node 161168 is connected to Node 53534. Node 161168 is connected to Node 155252. Node 161168 is connected to Node 106332. Node 161168 is connected to Node 59063. Node 161168 is connected to Node 23323. Node 161168 is connected to Node 816. Node 161168 is connected to Node 114629. Node 161168 is connected to Node 75166. Node 161168 is connected to Node 35283. Node 161168 is connected to Node 29920. Node 161168 is connected to Node 44649. Node 161168 is connected to Node 9923. Node 161168 is connected to Node 26064. Node 161168 is connected to Node 114714. Node 161168 is connected to Node 94914. Node 161168 is connected to Node 51414. Node 161168 is connected to Node 108196. Node 161168 is connected to Node 28833. Node 161168 is connected to Node 138643. Node 23323 is connected to Node 44649. Node 75166 is connected to Node 94914. Node 51364 is connected to Node 44636. Node 94914 is connected to Node 9923. Node 114629 is connected to Node 113881. Node 106332 is connected to Node 44636. Node 44636 is connected to Node 23280. 
Node to Label Mapping : 
Node 88195: Label 10| Node 25357: Label 10| Node 66063: Label 10| Node 161168: Label 10| Node 138643: Label 10| Node 114714: Label 10| Node 23323: Label 10| Node 49180: Label 10| Node 53534: Label 10| Node 75166: Label 36| Node 28833: Label 10| Node 59811: Label 10| Node 51364: Label 13| Node 108196: Label 36| Node 816: Label 10| Node 59063: Label 34| Node 94914: Label 36| Node 9923: Label 36| Node 114629: Label 10| Node 19919: Label 10| Node 26064: Label 10| Node 35283: Label 10| Node 51414: Label 10| Node 113881: Label 10| Node 106332: Label 13| Node 44636: Label 18| Node 29920: Label 10| Node 120546: Label ?| Node 44649: Label 10| Node 23280: Label 18| Node 155252: Label 24| ```
                                ""","""Label of Node = 10""",
24,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: 
Node to Label Mapping : 
Node 86049: Label ?| ```
                                ""","""Label of Node = -1""",
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 49348 is connected to Node 59927. Node 134284 is connected to Node 166936. Node 134284 is connected to Node 141039. Node 134284 is connected to Node 65726. Node 134284 is connected to Node 9784. Node 59927 is connected to Node 9784. 
Node to Label Mapping : 
Node 49348: Label 28| Node 134284: Label ?| Node 141039: Label 28| Node 59927: Label 28| Node 9784: Label 28| Node 166936: Label 28| Node 65726: Label 28| ```
                                ""","""Label of Node = 28""",
4,4,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 23505 is connected to Node 67426. Node 45378 is connected to Node 67426. 
Node to Label Mapping : 
Node 23505: Label ?| Node 45378: Label 4| Node 67426: Label 4| ```
                                ""","""Label of Node = 4""",
16,16,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 39328 is connected to Node 168233. Node 128675 is connected to Node 168233. Node 128675 is connected to Node 56359. Node 128675 is connected to Node 107860. Node 128675 is connected to Node 32484. Node 128675 is connected to Node 1253. Node 128675 is connected to Node 57049. 
Node to Label Mapping : 
Node 39328: Label 16| Node 128675: Label ?| Node 32484: Label 16| Node 1253: Label 16| Node 56359: Label 16| Node 168233: Label 16| Node 107860: Label 25| Node 57049: Label 16| ```
                                ""","""Label of Node = 16""",
34,34,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 6805 is connected to Node 146545. Node 6805 is connected to Node 102751. Node 6805 is connected to Node 166331. Node 6805 is connected to Node 127912. Node 4757 is connected to Node 85710. Node 118299 is connected to Node 2519. Node 32677 is connected to Node 159675. Node 32677 is connected to Node 84208. Node 32677 is connected to Node 102751. Node 32677 is connected to Node 163686. Node 32677 is connected to Node 142549. Node 32677 is connected to Node 139971. Node 97964 is connected to Node 159675. Node 97964 is connected to Node 163686. Node 159675 is connected to Node 34674. Node 159675 is connected to Node 13558. Node 159675 is connected to Node 131544. Node 159675 is connected to Node 105319. Node 159675 is connected to Node 84208. Node 159675 is connected to Node 102751. Node 85710 is connected to Node 102751. Node 142549 is connected to Node 34674. Node 2519 is connected to Node 102751. Node 2519 is connected to Node 163686. Node 163686 is connected to Node 105319. Node 163686 is connected to Node 84208. Node 84208 is connected to Node 34674. Node 84208 is connected to Node 13558. 
Node to Label Mapping : 
Node 6805: Label ?| Node 4757: Label 34| Node 118299: Label 34| Node 32677: Label 34| Node 127912: Label 34| Node 97964: Label 34| Node 166331: Label 33| Node 159675: Label 34| Node 139971: Label 34| Node 85710: Label 34| Node 142549: Label 34| Node 2519: Label 34| Node 131544: Label 34| Node 102751: Label 34| Node 163686: Label 34| Node 105319: Label 34| Node 84208: Label 34| Node 146545: Label 34| Node 34674: Label 34| Node 13558: Label 34| ```
                                ""","""Label of Node = 34""",
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 20887 is connected to Node 5401. Node 159683 is connected to Node 5401. Node 63847 is connected to Node 5401. Node 37895 is connected to Node 5401. Node 24718 is connected to Node 5401. Node 146671 is connected to Node 5401. Node 74450 is connected to Node 38551. Node 74450 is connected to Node 5401. Node 27507 is connected to Node 5401. Node 38551 is connected to Node 5401. Node 5401 is connected to Node 28701. Node 5401 is connected to Node 40735. 
Node to Label Mapping : 
Node 20887: Label ?| Node 159683: Label 28| Node 63847: Label 28| Node 37895: Label 28| Node 24718: Label 34| Node 146671: Label 39| Node 74450: Label 34| Node 27507: Label 34| Node 38551: Label 39| Node 5401: Label 39| Node 28701: Label 28| Node 40735: Label 28| ```
                                ""","""Label of Node 20887 = 28""",
