setting,run,graph_id,node_with_question_mark,ground_truth,prompt,response,parsed_response,token_limit_fraction
ego,0,10,1549,5,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 1537: Label 5| Node 119: Label 5| Node 1954: Label 5| Node 1901: Label 5| Node 645: Label 5| Node 646: Label 5| Node 1959: Label 5| Node 379: Label 5| Node 2284: Label 5| Node 2285: Label 5| Node 1549: Label ?| Node 2286: Label 5| Graph motif information: No of star motifs: 0| No of triangle motifs: 3| Triangle motifs attached to ? node: [['2286', '1549', '1901'], ['1549', '1901', '119']]| Star motifs connected to ? node: [['1901', '2284', '1954', '119', '2286', '645', '1549'], ['2286', '2285', '1901', '1549']]| ```
           ",Label of Node = 5,5,0.0357666015625
ego,0,11,1420,6,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 1027: Label 6| Node 2394: Label 6| Node 1420: Label ?| Node 1421: Label 6| Node 2396: Label 6| Node 1085: Label 6| Node 1396: Label 6| Node 1975: Label 6| Node 2109: Label 6| Node 2110: Label 6| Node 1174: Label 0| Node 88: Label 0| Node 2228: Label 6| Node 2395: Label 6| Node 724: Label 6| Node 471: Label 6| Node 600: Label 6| Node 504: Label 6| Node 1399: Label 6| Node 2397: Label 6| Graph motif information: No of star motifs: 0| No of triangle motifs: 20| Triangle motifs attached to ? node: [['1421', '2394', '1420'], ['2396', '2394', '1420']]| Star motifs connected to ? node: []| ```
           ",Label of Node = 6,6,0.03955078125
ego,0,12,1329,3,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 2304: Label 3| Node 733: Label 0| Node 2309: Label 3| Node 994: Label 3| Node 1160: Label 3| Node 401: Label 3| Node 794: Label 0| Node 2268: Label 0| Node 1418: Label 4| Node 78: Label 4| Node 1294: Label 3| Node 1682: Label 0| Node 2291: Label 0| Node 1817: Label 3| Node 1818: Label 3| Node 678: Label 3| Node 377: Label 3| Node 1062: Label 3| Node 1192: Label 3| Node 45: Label 3| Node 1219: Label 3| Node 2303: Label 3| Node 1329: Label ?| Node 435: Label 4| Node 579: Label 3| Node 2008: Label 3| Node 2301: Label 3| Node 218: Label 3| Node 2011: Label 3| Node 383: Label 3| Node 94: Label 0| Node 759: Label 4| Node 862: Label 4| Node 1265: Label 4| Node 2035: Label 3| Node 2302: Label 3| Graph motif information: No of star motifs: 0| No of triangle motifs: 14| Triangle motifs attached to ? node: []| Star motifs connected to ? node: [['1329', '78', '733', '994'], ['78', '1418', '1219', '1329'], ['994', '2309', '579', '1219', '1329']]| ```
           ",Label of Node = 4,4,0.05859375
ego,0,13,955,6,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 1920: Label 0| Node 69: Label 6| Node 1914: Label 6| Node 1539: Label 6| Node 778: Label 6| Node 779: Label 6| Node 1919: Label 6| Node 1592: Label 6| Node 1973: Label 6| Node 1674: Label 6| Node 1675: Label 6| Node 1676: Label 6| Node 921: Label 6| Node 41: Label 6| Node 175: Label 6| Node 506: Label 6| Node 596: Label 6| Node 604: Label 6| Node 830: Label 6| Node 955: Label ?| Node 1079: Label 0| Node 1359: Label 6| Node 1362: Label 6| Node 1464: Label 6| Node 1485: Label 6| Node 1525: Label 6| Node 1849: Label 6| Node 1905: Label 0| Node 1915: Label 6| Node 1916: Label 6| Node 1917: Label 6| Node 1918: Label 6| Node 2388: Label 5| Node 2217: Label 6| Node 2135: Label 6| Node 1482: Label 6| Node 1402: Label 6| Node 2132: Label 6| Graph motif information: No of star motifs: 0| No of triangle motifs: 16| Triangle motifs attached to ? node: [['1914', '955', '175']]| Star motifs connected to ? node: [['1482', '1402', '1973', '1464', '2132', '955']]| ```
           ",Label of Node = 6,6,0.0595703125
ego,0,14,51,3,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 2212: Label 3| Node 710: Label 3| Node 1392: Label 3| Node 2216: Label 3| Node 2213: Label 3| Node 51: Label ?| Node 421: Label 3| Node 2214: Label 3| Node 1201: Label 3| Node 2215: Label 3| Node 457: Label 3| Node 1724: Label 2| Graph motif information: No of star motifs: 0| No of triangle motifs: 6| Triangle motifs attached to ? node: [['710', '1392', '51'], ['710', '2213', '51'], ['51', '2215', '457']]| Star motifs connected to ? node: [['2213', '421', '710', '51'], ['2214', '1201', '2216', '51']]| ```
           ",Label of Node = 3,3,0.034912109375
ego,0,15,1950,3,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 1542: Label 3| Node 990: Label 3| Node 1334: Label 3| Node 1577: Label 3| Node 1941: Label 3| Node 1942: Label 3| Node 914: Label 3| Node 150: Label 3| Node 875: Label 3| Node 1810: Label 3| Node 1331: Label 3| Node 1581: Label 3| Node 1815: Label 3| Node 1819: Label 3| Node 310: Label 3| Node 1950: Label ?| Node 1432: Label 3| Node 1049: Label 3| Node 1054: Label 3| Node 2663: Label 3| Node 1944: Label 3| Node 336: Label 3| Node 352: Label 3| Node 1945: Label 3| Node 1946: Label 3| Node 1947: Label 3| Node 1272: Label 3| Node 1948: Label 3| Node 1099: Label 3| Node 1605: Label 3| Node 892: Label 3| Node 1241: Label 3| Node 1949: Label 3| Node 1701: Label 3| Graph motif information: No of star motifs: 0| No of triangle motifs: 28| Triangle motifs attached to ? node: [['1272', '310', '1947'], ['1272', '310', '1950'], ['1272', '1947', '1950'], ['1605', '1950', '1054'], ['892', '310', '1950'], ['310', '1947', '1950'], ['310', '875', '1950'], ['310', '1950', '1946'], ['310', '1950', '1948'], ['310', '1950', '1241'], ['310', '1950', '1944'], ['310', '1950', '1815'], ['310', '1946', '1944'], ['336', '1950', '1944'], ['1432', '1950', '1054'], ['1950', '1946', '1944']]| Star motifs connected to ? node: [['1815', '310', '1810', '1950'], ['1432', '1049', '1054', '2663', '1950'], ['1948', '310', '1819', '1950'], ['1241', '310', '1701', '1950'], ['1605', '1054', '2663', '1950']]| ```
           ",Label of Node = 3,3,0.0831298828125
ego,0,16,481,2,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 1287: Label 2| Node 59: Label 2| Node 481: Label ?| Node 1164: Label 2| Node 1358: Label 2| Node 13: Label 3| Node 1810: Label 3| Node 1682: Label 0| Node 733: Label 0| Node 2291: Label 0| Node 1808: Label 3| Node 962: Label 3| Node 1169: Label 2| Node 823: Label 2| Node 27: Label 3| Node 224: Label 4| Node 230: Label 3| Node 351: Label 3| Node 482: Label 3| Node 511: Label 3| Node 549: Label 3| Node 568: Label 3| Node 576: Label 3| Node 716: Label 3| Node 719: Label 1| Node 790: Label 3| Node 795: Label 3| Node 835: Label 3| Node 1004: Label 3| Node 1062: Label 3| Node 1095: Label 3| Node 1107: Label 3| Node 1121: Label 3| Node 1299: Label 3| Node 1331: Label 3| Node 1348: Label 3| Node 1576: Label 3| Node 1581: Label 3| Node 1787: Label 1| Node 1809: Label 3| Node 1811: Label 3| Node 1812: Label 3| Node 1813: Label 3| Node 1814: Label 3| Node 1815: Label 3| Node 1816: Label 3| Node 1817: Label 3| Node 1818: Label 3| Node 1819: Label 3| Node 1820: Label 3| Node 1821: Label 3| Node 1822: Label 3| Node 1823: Label 3| Node 1869: Label 3| Node 2221: Label 2| Node 1765: Label 2| Node 2233: Label 0| Node 715: Label 4| Node 2268: Label 0| Node 377: Label 3| Node 1265: Label 4| Node 2292: Label 4| Graph motif information: No of star motifs: 0| No of triangle motifs: 23| Triangle motifs attached to ? node: []| Star motifs connected to ? node: [['481', '1287', '1810', '823', '2291']]| ```
           ",Label of Node = 2,2,0.0828857421875
ego,0,17,2133,0,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 1540: Label 0| Node 525: Label 0| Node 1628: Label 0| Node 2054: Label 0| Node 1285: Label 0| Node 2182: Label 0| Node 95: Label 0| Node 456: Label 0| Node 1042: Label 0| Node 1139: Label 0| Node 1602: Label 0| Node 2133: Label ?| Node 52: Label 0| Node 239: Label 0| Node 415: Label 0| Node 858: Label 0| Node 1515: Label 0| Node 1838: Label 0| Node 2072: Label 0| Node 2131: Label 0| Node 2172: Label 0| Node 2180: Label 0| Node 2198: Label 0| Node 2231: Label 0| Node 2232: Label 0| Node 2233: Label 0| Node 276: Label 0| Node 1463: Label 3| Node 1695: Label 0| Node 1693: Label 0| Node 434: Label 0| Node 1524: Label 0| Node 2408: Label 0| Node 555: Label 3| Node 1117: Label 0| Node 490: Label 5| Node 2132: Label 6| Graph motif information: No of star motifs: 0| No of triangle motifs: 25| Triangle motifs attached to ? node: [['2133', '2182', '2131'], ['2133', '1463', '1695'], ['2133', '1463', '276'], ['2133', '1463', '2131'], ['2133', '1695', '276'], ['1463', '1695', '276']]| Star motifs connected to ? node: [['2131', '2182', '1463', '2133']]| ```
           ",Label of Node = 0,0,0.0648193359375
ego,0,18,2041,3,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 1665: Label 3| Node 2034: Label 4| Node 1666: Label 3| Node 48: Label 3| Node 49: Label 4| Node 1662: Label 3| Node 382: Label 3| Node 1026: Label 3| Node 1669: Label 0| Node 429: Label 4| Node 1273: Label 3| Node 1031: Label 3| Node 788: Label 3| Node 1952: Label 3| Node 1929: Label 3| Node 523: Label 4| Node 141: Label 3| Node 1002: Label 3| Node 14: Label 3| Node 158: Label 3| Node 1807: Label 3| Node 2039: Label 3| Node 1889: Label 4| Node 2042: Label 3| Node 2033: Label 3| Node 2041: Label ?| Node 2205: Label 3| Node 1812: Label 3| Node 791: Label 3| Node 2130: Label 4| Node 2040: Label 4| Node 794: Label 0| Node 863: Label 0| Node 2206: Label 3| Node 1654: Label 3| Node 417: Label 3| Node 38: Label 4| Node 2471: Label 3| Node 1319: Label 3| Node 1448: Label 1| Node 86: Label 4| Node 196: Label 4| Node 705: Label 4| Node 1493: Label 4| Node 1618: Label 4| Node 2001: Label 4| Node 2043: Label 4| Node 2044: Label 3| Node 598: Label 3| Node 714: Label 4| Node 1968: Label 4| Node 691: Label 4| Node 1336: Label 4| Node 1983: Label 0| Node 617: Label 3| Node 841: Label 3| Node 1614: Label 3| Node 1891: Label 4| Node 1497: Label 3| Node 224: Label 4| Node 1894: Label 3| Node 1270: Label 3| Node 2035: Label 3| Node 2036: Label 3| Node 2037: Label 3| Node 2038: Label 3| Graph motif information: No of star motifs: 0| No of triangle motifs: 17| Triangle motifs attached to ? node: []| Star motifs connected to ? node: [['2041', '788', '429', '48', '2034']]| ```
           ",Label of Node = 3,3,0.0870361328125
ego,0,19,1288,6,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 130: Label 5| Node 88: Label 0| Node 2017: Label 5| Node 2178: Label 5| Node 76: Label 5| Node 415: Label 0| Node 737: Label 5| Node 1309: Label 5| Node 1288: Label ?| Node 1677: Label 5| Node 1908: Label 4| Node 2394: Label 6| Node 1174: Label 0| Node 162: Label 4| Node 815: Label 0| Node 61: Label 0| Node 490: Label 5| Node 851: Label 0| Node 995: Label 5| Node 1338: Label 5| Node 1625: Label 2| Node 1741: Label 3| Node 1882: Label 5| Node 2015: Label 6| Node 2102: Label 5| Node 2103: Label 5| Node 300: Label 5| Node 1527: Label 0| Node 1847: Label 0| Node 2014: Label 3| Node 1713: Label 0| Node 696: Label 3| Node 1732: Label 2| Node 841: Label 3| Node 1494: Label 5| Node 498: Label 4| Node 743: Label 3| Node 1394: Label 5| Node 1658: Label 0| Node 2010: Label 0| Node 2011: Label 3| Node 2012: Label 3| Node 2013: Label 6| Node 2016: Label 0| Graph motif information: No of star motifs: 0| No of triangle motifs: 32| Triangle motifs attached to ? node: [['88', '1288', '1309']]| Star motifs connected to ? node: []| ```
           ",Label of Node = 5,5,0.06298828125
ego,0,20,1593,6,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 1698: Label 6| Node 537: Label 6| Node 1165: Label 6| Node 145: Label 6| Node 1593: Label ?| Node 2192: Label 6| Node 144: Label 6| Node 213: Label 6| Node 2622: Label 6| Graph motif information: No of star motifs: 0| No of triangle motifs: 9| Triangle motifs attached to ? node: [['537', '1165', '145'], ['537', '1165', '1593'], ['537', '145', '1593'], ['1165', '145', '1593'], ['145', '1593', '144'], ['145', '1593', '213'], ['145', '144', '213'], ['1593', '144', '213']]| Star motifs connected to ? node: []| ```
           ",Label of Node = 6,6,0.0345458984375
ego,0,21,2399,4,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 2434: Label 4| Node 375: Label 4| Node 963: Label 4| Node 1087: Label 4| Node 2399: Label ?| Node 2401: Label 4| Node 258: Label 4| Node 1094: Label 4| Node 1240: Label 4| Node 2645: Label 4| Node 1157: Label 4| Node 2240: Label 4| Node 1417: Label 4| Node 1703: Label 4| Node 152: Label 4| Node 43: Label 4| Node 2238: Label 4| Node 29: Label 4| Node 1443: Label 4| Node 761: Label 4| Node 1350: Label 4| Node 805: Label 4| Node 706: Label 4| Node 1530: Label 4| Node 1653: Label 4| Node 2400: Label 4| Node 203: Label 4| Node 1141: Label 4| Node 1785: Label 4| Graph motif information: No of star motifs: 0| No of triangle motifs: 17| Triangle motifs attached to ? node: [['2399', '43', '963'], ['2399', '2240', '1443'], ['2399', '2240', '963'], ['2399', '2434', '963'], ['2399', '1443', '963'], ['2240', '1443', '963']]| Star motifs connected to ? node: []| ```
           ",Label of Node = 4,4,0.053955078125
